,DESC_ID,ORIG_DESC,NORM_DESC,CHRG_CLS,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4,Predicted_Class_Jaro,Prob_Jaro,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Voted Output,Voting Algorithm,Sum Correct,Correct_Jaro,Correct_Logistic_OvR,Correct_DeepNN,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4
17,145,HEPARIN 100 UT/ML  3 ML SYRINGE-HEPARIN LOCK SYRINGE 100 UT/ML  3 M,heparin 100_units/ml 3_ml syringe heparin lock syringe 100_units/ml 3 m,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,syringe,3_ml,lock,Diluent / Flush / Irrigant,0.76,Diluent / Flush / Irrigant,0.969537910313,Diluent / Flush / Irrigant,0.998957013231,Diluent / Flush / Irrigant,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.909498307848,heparin,syringe,3_ml,lock
18,3102,PICC LINE PLC WO SO PORT >5 YRS,peripherally_inserted_central_catheter line placement without so port greater_than 5 years,Procedure,RETROSPECTIVE,13/07/2016,greater_than,line,without,portable,Supply,0.69,Procedure,0.659006750202,Procedure,0.97161248636,Procedure,"Logistic_OvR, DeepNN",2,0,1,1,0.543539745521,greater_than,line,without,picc
19,2699,15601252 - VANOMYCIN NEBS FOR INH,vancomycin nebulizer for inhalation,Pharmacy,RETROSPECTIVE,13/07/2016,nebs,inhaled,vancomycin,,Pharmacy,0.71,Respiratory Therapy,0.438605610092,Respiratory Therapy,0.599208123937,Respiratory Therapy,"Logistic_OvR, DeepNN",2,0,1,1,0.345937911343,inhalation,vancomycin,nebulizer,
20,5706,NICOTINE 21 MG/24HR PT24,nicotine 21_mg/24 hour patch_24,Plan Benefit,ONLINE,16/09/2016,21_mg/24hr,pt24,nicotine,,Plan Benefit,0.92,Plan Benefit,0.909148037499,Plan Benefit,0.999988514436,Plan Benefit,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.943045517312,nicotine,21_mg/24,hour,patch_24
21,4779,BLOOD CULTURE FOR BACTERIA,blood culture for bacteria,Laboratory,ONLINE,16/09/2016,culture,blood,bacteria,,Laboratory,0.81,Laboratory,0.959704382692,Laboratory,0.999789453009,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.9231646119,culture,blood,bacteria,
22,1095,NEONATAL INTENSIVE CARE UNIT,neonatal intensive care unit,Room and Board,RETROSPECTIVE,12/07/2016,neonatal,intensive,units,care,Room and Board,0.96,Room and Board,0.772697131464,Room and Board,0.999958406216,Room and Board,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.910885179227,neonatal,intensive,unit,care
23,3525,14668262 - PROPOFOL PER 10MG/100ML INJ,propofol per 10_mg/100_ml injection,Pharmacy,RETROSPECTIVE,13/07/2016,10_mg/100_ml,injection,propofol,per,Pharmacy,0.82,Pharmacy,0.947551527743,Pharmacy,0.999974339386,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.922508622376,10_mg/100_ml,inj,propofol,per
24,3373,THERA ACTIVITIES 15 MIN,therapeutic activities 15_minutes,PT / OT / Speech Therapy,RETROSPECTIVE,13/07/2016,activities,therapy,min,,PT / OT / Speech Therapy,0.85,PT / OT / Speech Therapy,0.88059236893,PT / OT / Speech Therapy,0.967741217892,PT / OT / Speech Therapy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.899444528941,activities,15_minutes,therapeutic,
25,1491,SET TRIFURCATED W/BIONECTOR,set trifurcated with bionector,Supply,RETROSPECTIVE,12/07/2016,trifurcated,set,bionector,,Supply,0.72,Supply,0.906541081199,Supply,0.999956753823,Supply,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.87549927834,trifurcated,set,bionector,
26,5396,HC T4 FREE,thyroxine free,Laboratory,ONLINE,16/09/2016,thyroxine,free,,,Laboratory,0.92,Laboratory,0.744423244409,Laboratory,0.947491762778,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.870638335729,thyroxine,free,,
27,2735,58858001 - ADLT VENT SUBSEQ DAYW EPOPROST,adult ventilator subsequent day epoprostenol,Respiratory Therapy,RETROSPECTIVE,13/07/2016,ventilator,subsequent,adult,,Diluent / Flush / Irrigant,0.69,Respiratory Therapy,0.882725767392,Respiratory Therapy,0.998909417228,Respiratory Therapy,"Logistic_OvR, DeepNN",2,0,1,1,0.627211728207,ventilator,subseq,adlt,day
28,3524,14668212 - PROPOFOL PER 10MG/ 5ML SYR INJ,propofol per 10_mg/5_ml syringe injection,Pharmacy,RETROSPECTIVE,13/07/2016,syringe,injection,propofol,per,Pharmacy,0.78,Pharmacy,0.963095670461,Pharmacy,0.999986799991,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.914360823484,syr,inj,propofol,per
29,3738,AIRWAY LMA UNIQUE STD 3,airway lma unique standard 3,Supply,RETROSPECTIVE,13/07/2016,lma,unique,standard,airway,Respiratory Therapy,0.74,Supply,0.406880678912,Supply,0.539426746997,Supply,"Logistic_OvR, DeepNN",2,0,1,1,0.315435808636,lma,unique,std,airway
30,6050,THROMBOPLASTIN TM PRTL PLS,thromboplastin time partial plasma,Laboratory,ONLINE,16/09/2016,tm,pls,prtl,thromboplastin,Laboratory,0.89,Laboratory,0.868574816644,Laboratory,0.987486297722,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.915353704789,plasma,partial,thromboplastin,time
31,5751,OSTOMY POUCH 22771 2 1/2 DISP,ostomy pouch 22771 2 1/2 disposable,Supply,ONLINE,16/09/2016,ostomy,pouch,02/Jan,disp,Supply,0.83,Supply,0.943591483653,Supply,0.999905141192,Supply,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.924498874948,ostomy,pouch,1/2,disp
32,5023,DISP: 0.500 ML; 400 MCG/ML; USED NDC QTY: 1.000 PCK OF 60.000 ML DROP BTL PEDIATRIC MULTIVITAMIN COMB NO.40-PHYTONADIONE 400 MCG/ML ORAL DROPS,dispensed 0.500_ml 400 mcg/ml used ndc quantity 1 pack of 60.000_ml drop bottle pediatric multivitamin comb no.40 phytonadione 400 mcg/ml oral drops,Pharmacy,ONLINE,16/09/2016,drops,pediatric,mcg,ml,Pharmacy,0.76,Pharmacy,0.959587415083,Pharmacy,0.999868276795,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.906485230626,used,pediatric,mcg,ml
33,3326,HB POSITIONER Z-FLO 12X20 YELLOW,positioner z flo 12x20 yellow,Supply,RETROSPECTIVE,13/07/2016,positioner,z,12x20,yellow,Supply,0.72,Supply,0.667773261717,Laboratory,0.430167644692,Supply,"Jaro, Logistic_OvR",2,1,1,0,0.462591087239,positioner,z,12x20,yellow
34,504,SILDENAFIL SUSP PO 5MG SILDENAFI,sildenafil suspension by_mouth 5_mg sildenafil,Plan Benefit,RETROSPECTIVE,12/07/2016,sildenafi,suspension,po,5_mg,Plan Benefit,0.82,Plan Benefit,0.971645925604,Plan Benefit,0.999999987697,Plan Benefit,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.930548637767,susp,po,5_mg,sildenafil
35,5458,HCHG MUCOLYSACCHARIDES HCHG MUCOLYSACCHARIDES,mucolysaccharides,Laboratory,ONLINE,16/09/2016,hchg,mucolysaccharides,,,Laboratory,0.73,Laboratory,0.168121264053,Laboratory,0.348712448397,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.415611237483,mucolysaccharides,,,
36,4677,ADL SELFCARE MANAGEMENT TRAIN,activities_of_daily_living selfcare management training,PT / OT / Speech Therapy,ONLINE,16/09/2016,selfcare,training,management,adl,OR / Anesthesia / Recovery Room,0.73,PT / OT / Speech Therapy,0.594447043478,PT / OT / Speech Therapy,0.875028748724,PT / OT / Speech Therapy,"Logistic_OvR, DeepNN",2,0,1,1,0.489825264067,selfcare,training,management,adl
37,2714,27677000 - US RETROPERITONEAL COMP,ultrasound retroperitoneal comprehensive,Radiology,RETROSPECTIVE,13/07/2016,compressors,retroperitoneal,27677000_us,,Radiology,0.73,Radiology,0.774328747239,Radiology,0.999666461753,Radiology,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.834665069664,us,retroperitoneal,comprehensive,
38,2145,CLOPIDOGREL 75 MG TABS,clopidogrel 75_mg tablets,Pharmacy,RETROSPECTIVE,12/07/2016,75_mg,tabs,clopidogrel,,Laboratory,0.75,Pharmacy,0.932296314487,Pharmacy,0.99983087574,Pharmacy,"Logistic_OvR, DeepNN",2,0,1,1,0.644042396742,75_mg,tabs,clopidogrel,
39,827,OXIMETRY CONTINUOUS  1-24 HOURS,oximetry continuous 1 24 hours,Monitoring,RETROSPECTIVE,12/07/2016,hours,continuous,oximetry,,Monitoring,0.86,Monitoring,0.810970540754,Monitoring,0.962984454527,Monitoring,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.877984998427,hours,continuous,oximetry,
40,3300,HB LACTATED RINGERS SOL 1000ML A,lactated_ringers solution 1000_ml a,Pharmacy,RETROSPECTIVE,13/07/2016,ringers,lactated,sol,1000_ml,Pharmacy,0.95,Pharmacy,0.77276173758,Pharmacy,0.996047682136,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.906269806572,sol,1000_ml,lactated_ringers,
41,6082,TRAY SUTURE,tray suture,Supply,ONLINE,16/09/2016,suture,tray,,,Supply,0.76,Supply,0.923734379623,Supply,0.999956382222,Supply,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.894563587282,suture,tray,,
42,6153,XR FOREARM 2 VIEWS,x-ray forearm 2 views,Radiology,ONLINE,16/09/2016,views,xr,forearm,,OR / Anesthesia / Recovery Room,0.7,Radiology,0.780189750157,Radiology,0.998903454435,Radiology,"Logistic_OvR, DeepNN",2,0,1,1,0.593031068197,views,xr,forearm,
43,5309,HC HEPATITIS C VIRUS GENOTYPE,hepatitis c virus genotype,Laboratory,ONLINE,16/09/2016,c,virus,hepatitis,genotype,Laboratory,0.82,Laboratory,0.817441229776,Laboratory,0.976784211999,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.871408480592,c,virus,hepatitis,genotype
44,83,D5W 1/2NS 1000ML/20MEQ KCL,dextrose_5%_in_water 1/2ns 1000_ml/20_meq potassuim_chloride,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,1000_ml/20meq,1/2ns,KCl,D5W,Diluent / Flush / Irrigant,0.73,Pharmacy,0.661484348965,Pharmacy,0.996088734121,Pharmacy,"Logistic_OvR, DeepNN",2,0,1,1,0.552524361029,kcl,1/2ns,1000_ml/20_meq,d5w
45,2515,ASPIRIN 81 MGCHEW 750 EACH BLIST PACK,aspirin 81_mgchew 750 each blister pack,Pharmacy,RETROSPECTIVE,12/07/2016,pack,biblist,aspirin,,Pharmacy,0.83,Pharmacy,0.608134815879,Pharmacy,0.89183175365,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.776655523176,81_mgchew,blister,pack,aspirin
46,1648,RT POTASSIUM,respiratory_therapy potassium,Monitoring,RETROSPECTIVE,12/07/2016,RT,potassium,,,Laboratory,0.9,Pharmacy,0.351025227389,Monitoring,0.434599238872,Laboratory,Jaro,1,1,0,0,0.3,rt,potassium,,
47,306,SODIUM CHLORIDE 0.9% 50ML BAG,sodium chloride 0.9% 50_ml bag,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,50_ml,bag,chloride,sodium,Diluent / Flush / Irrigant,0.96,Diluent / Flush / Irrigant,0.886456905712,Diluent / Flush / Irrigant,0.999083955972,Diluent / Flush / Irrigant,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.948513620561,50_ml,bag,chloride,sodium
48,3934,HB ACETAMINOPHEN 80 MG PO TBDP,acetaminophen 80_mg by_mouth tbdp,Pharmacy,RETROSPECTIVE,13/07/2016,80_mg,po,tbdp,acetaminophen,Pharmacy,0.81,Pharmacy,0.941386565135,Pharmacy,0.999739708737,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.917042091291,80_mg,po,tbdp,acetaminophen
49,4033,HIGH FLOW THERAPY,high flow therapy,Respiratory Therapy,RETROSPECTIVE,13/07/2016,high,therapy,flow,,Supply,0.75,Respiratory Therapy,0.34276900099,Radiology,0.616509590422,Supply,Jaro,1,1,0,0,0.25,high,therapy,flow,
50,646,QLAB=CALCIUM IONIZED,qlab calcium ionized,Laboratory,RETROSPECTIVE,12/07/2016,calcium,qlab,ionized,,Laboratory,0.9,Laboratory,0.77879353646,Laboratory,0.978383218919,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.885725585126,calcium,qlab,ionized,
51,210,NACL 0.9% INJ 10ML,sodium_chloride 0.9% injection 10_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,0.90%,injection,10_ml,NaCl,Diluent / Flush / Irrigant,0.94,Diluent / Flush / Irrigant,0.561327359209,Pharmacy,0.726525498356,Diluent / Flush / Irrigant,"Jaro, Logistic_OvR",2,1,1,0,0.50044245307,0.9%,inj,10_ml,nacl
52,5288,HC DRUG SCR UA DOASCR PRESUMPTIVE CLASS A 6 SCREEN,drug screen urinalysis doascr presumptive class a 6 screen,Laboratory,ONLINE,16/09/2016,ua,screen,drug,presumptive,Radiology,0.71,Laboratory,0.925503316952,Laboratory,0.99998883455,Laboratory,"Logistic_OvR, DeepNN",2,0,1,1,0.641830717167,ua,screen,class,drug
53,4883,CHORIONIC GANADOTROPIN ASSAY,chorionic ganadotropin assay,Laboratory,ONLINE,16/09/2016,ganadotropin,assay,chorionic,,Blood Products,0.71,Laboratory,0.892097610737,Laboratory,0.995849188915,Laboratory,"Logistic_OvR, DeepNN",2,0,1,1,0.629315599884,ganadotropin,assay,chorionic,
54,1849,AEROSOL TREATMENT SUBSEQUENT,aerosol treatment subsequent,Respiratory Therapy,RETROSPECTIVE,12/07/2016,subsequent,aerosol,treatment,,Respiratory Therapy,0.75,Respiratory Therapy,0.886001234882,Respiratory Therapy,0.999804134872,Respiratory Therapy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.878601789918,subsequent,aerosol,treatment,
55,5187,GLYCERIN PEDIATRIC 1.2 G SUPP,glycerin pediatric 1.2 gram suppository,Supply,ONLINE,16/09/2016,supp,glycerin,pediatric,,Supply,1.0,Supply,0.605814991143,Supply,0.972193828498,Supply,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.859336273214,supp,glycerin,gram,pediatric
56,932,DEXTROSE/TROPHAMINE BAG LINE,dextrose/trophamine bag line,Pharmacy,RETROSPECTIVE,12/07/2016,bag,line,dextrose,trophamine,Diluent / Flush / Irrigant,0.77,Supply,0.696357161893,Supply,0.74206367959,Supply,"Logistic_OvR, DeepNN",2,0,1,1,0.479473613828,trophamine,line,dextrose,bag
57,1142,36592 BLOOD DRAW-CENTRL/PERI,blood draw central/peripheral,Nursing Services,RETROSPECTIVE,12/07/2016,draw,central,peri,blood,Nursing Services,0.73,Nursing Services,0.824035881386,Nursing Services,0.998070773563,Nursing Services,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.850702218316,draw,central,blood,peripheral
58,5155,FORMULA: ENFAMIL ENFACARE,formula enfamil enfacare,Supply,ONLINE,16/09/2016,formula,enfacare,enfamil,,Supply,0.75,Laboratory,0.532813466441,Laboratory,0.853906502357,Laboratory,"Logistic_OvR, DeepNN",2,0,1,1,0.462239989599,formula,enfacare,enfamil,
59,2472,MIDAZOLAM 1 MG/ML SOLN 2 ML VIAL,midazolam 1_mg/ml solution 2_ml vial,Pharmacy,RETROSPECTIVE,12/07/2016,vial,2_ml,midazolam,,Pharmacy,0.91,Pharmacy,0.974495310691,Pharmacy,0.999874682582,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.961456664424,vial,2_ml,midazolam,soln
60,4785,BLOOD GASES POC,blood gases point_of_care,Monitoring,ONLINE,16/09/2016,poc,blood,gases,,Laboratory,0.85,Monitoring,0.728810724771,Monitoring,0.513527251038,Monitoring,"Logistic_OvR, DeepNN",2,0,1,1,0.414112658603,poc,blood,gases,
61,1908,AMOXICILLIN SUSPENSION 50 M WCH00-0004-28,amoxicillin suspension 50 m wch00 4 28,Pharmacy,RETROSPECTIVE,12/07/2016,suspension,wch00,,,Plan Benefit,0.77,Pharmacy,0.943287343367,Pharmacy,0.999310492292,Pharmacy,"Logistic_OvR, DeepNN",2,0,1,1,0.647532611886,suspension,amoxicillin,wch00,
62,867,PULSE OX-CONTINUOUS,pulse oximetry continuous,Monitoring,RETROSPECTIVE,12/07/2016,continuous,oximetry,pulse,,Monitoring,0.98,Monitoring,0.884600032193,Monitoring,0.999606659137,Monitoring,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.954735563777,continuous,oximetry,pulse,
63,5987,SOL LR 1000ML BG,solution lactated_ringers 1000_ml bag,Pharmacy,ONLINE,16/09/2016,lr,sol,1000_ml,bg,Diluent / Flush / Irrigant,0.8,Pharmacy,0.414148446694,Pharmacy,0.923385240188,Pharmacy,"Logistic_OvR, DeepNN",2,0,1,1,0.445844562294,bag,sol,1000_ml,lactated_ringers
64,6227,GAMMAGLOBULIN IGA IGD IGG,gammaglobulin iga igd immunoglobulin,Laboratory,ONLINE,19/09/2016,igd,iga,gammaglobulin,immunoglobulin,Laboratory,0.91,Laboratory,0.836255536496,Laboratory,0.988801437735,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.911685658077,igd,iga,gammaglobulin,immunoglobulin
65,191,IV D5W 250ML,intravenous dextrose_5%_in_water 250_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,250_ml,intravenous,D5W,,Diluent / Flush / Irrigant,1.0,Diluent / Flush / Irrigant,0.879381637368,Diluent / Flush / Irrigant,0.968603702172,Diluent / Flush / Irrigant,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.949328446513,250_ml,iv,d5w,
66,455,NITRIC OXIDE THERAPY DAIL NO THERAPY / DAY,nitric oxide therapy daily nitric_oxide therapy/day,Plan Benefit,RETROSPECTIVE,12/07/2016,daily,nitric_oxide,oxide,therapy,Plan Benefit,0.81,Plan Benefit,0.922356192529,Plan Benefit,0.999996523933,Plan Benefit,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.910784238821,dail,no,oxide,therapy
67,6237,IBUPROFEN 100 MG/5 ML SUSP,ibuprofen 100_mg/5_ml suspension,Pharmacy,ONLINE,19/09/2016,susp,100_mg/5_ml,ibuprofen,,Pharmacy,0.81,Pharmacy,0.951232729301,Pharmacy,0.999421908228,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.92021821251,susp,100_mg/5_ml,ibuprofen,
68,1700,LAB-GLUCSE BLOOD REAGENT STRIP,laboratory glucose blood reagent strip,Supply,RETROSPECTIVE,12/07/2016,laboratory,strip,blood,reagent,Supply,1.0,Supply,0.386873179233,Supply,0.908709716545,Supply,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.765194298593,laboratory,strip,blood,reagent
69,1262,TRANSFUSION,transfusion,Nursing Services,RETROSPECTIVE,12/07/2016,transfusion,,,,Nursing Services,0.84,Laboratory,0.543661155565,Blood Products,0.865649920265,Blood Products,DeepNN,1,0,0,1,0.288549973422,transfusion,,,
70,3775,B-TYPE NATRIURETIC PEPTIDE (BN,b type natriuretic peptide bone,Laboratory,RETROSPECTIVE,13/07/2016,type,,,,Laboratory,0.76,Laboratory,0.775923480257,Laboratory,0.933826111118,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.823249863792,peptide,type,,
71,692,END TIDAL C02,end tidal carbon_dioxide,Monitoring,RETROSPECTIVE,12/07/2016,tidal,end,CO2,,Monitoring,0.8,Laboratory,0.342585040034,Laboratory,0.853447791203,Laboratory,"Logistic_OvR, DeepNN",2,0,1,1,0.398677610412,tidal,end,c02,
72,3248,CT HEAD OR BRAIN W/O CONTRAST,computed_tomography head operating_room brain without contrast,Radiology,RETROSPECTIVE,13/07/2016,head,or,ct,brain,Radiology,0.83,Radiology,0.829744368465,Radiology,0.999988754781,Radiology,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.886577707749,head,ct,brain,without
73,4006,HB REMIFENTANIL 5MG VIAL,remifentanil 5_mg vial,Pharmacy,RETROSPECTIVE,13/07/2016,vial,remifentanil,5_mg,,Pharmacy,0.75,Pharmacy,0.946340365486,Pharmacy,0.999159425559,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.898499930348,vial,remifentanil,5_mg,
74,2061,FENTANYL CITRATE 0.1MG INJ,fentanyl citrate 0.1_mg injection,Pharmacy,RETROSPECTIVE,12/07/2016,inj,fentanyl,0.1_mg,citrate,Pharmacy,0.93,Pharmacy,0.976299270777,Pharmacy,0.999998024459,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.968765765079,inj,fentanyl,0.1_mg,citrate
75,5106,FAT EMULSION 20% EMUL 500,fat emulsion 20% emulsion 500,Pharmacy,ONLINE,16/09/2016,20%,emul,fat,,Pharmacy,0.97,Pharmacy,0.906221610052,Pharmacy,0.999449105474,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.958556905175,20%,emul,fat,
