,DESC_ID,ORIG_DESC,NORM_DESC,CHRG_CLS,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Voted Output,Voting Algorithm,Sum Correct,Correct_Logistic_OvR,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4
24,3373,THERA ACTIVITIES 15 MIN,therapeutic activities 15_minutes,PT / OT / Speech Therapy,RETROSPECTIVE,13/07/2016,activities,therapy,min,,PT / OT / Speech Therapy,0.891911255801,PT / OT / Speech Therapy,Logistic_OvR,1,1,0.891911255801,activities,15_minutes,therapeutic,
25,2490,PHENYLEPHRINE 1 000MCG/10ML(PREFILL SYR),phenylephrine 1 000_mcg/10_ml prefill syringe,Pharmacy,RETROSPECTIVE,12/07/2016,syringe, , ,,Pharmacy,0.931115358462,Pharmacy,Logistic_OvR,1,1,0.931115358462,prefill,syringe,phenylephrine,000_mcg/10_ml
26,587,HC-LAB-CHLORIDE SERUM,laboratory chloride serum,Laboratory,RETROSPECTIVE,12/07/2016,laboratory,chloride,serum,,Laboratory,0.94284054073,Laboratory,Logistic_OvR,1,1,0.94284054073,laboratory,chloride,serum,
27,5491,HCHG US RETROPERITIONEAL HCHG US RETROPERITIONEAL,ultrasound retroperitioneal,Radiology,ONLINE,16/09/2016,us,,,,Radiology,0.712994414453,Radiology,Logistic_OvR,1,1,0.712994414453,us,retroperitioneal,,
28,1585,HC 94760 NONINVASIVE EAR/PULSE *,non_invasive ear/pulse,Monitoring,RETROSPECTIVE,12/07/2016,NONINVASIVE,ear,pulse,,Radiology,0.345043313427,Radiology,Logistic_OvR,1,1,0.345043313427,noninvasive,ear,pulse,
29,4107,LIVER FUNCTION PANEL (LFPP,liver function panel lfpp,Laboratory,RETROSPECTIVE,13/07/2016,function,liver,lfpp,panel,Laboratory,0.947987902878,Laboratory,Logistic_OvR,1,1,0.947987902878,function,liver,lfpp,panel
30,5458,HCHG MUCOLYSACCHARIDES HCHG MUCOLYSACCHARIDES,mucolysaccharides,Laboratory,ONLINE,16/09/2016,hchg,mucolysaccharides,,,Laboratory,0.163160097645,Laboratory,Logistic_OvR,1,1,0.163160097645,mucolysaccharides,,,
31,5751,OSTOMY POUCH 22771 2 1/2 DISP,ostomy pouch 22771 2 1/2 disposable,Supply,ONLINE,16/09/2016,ostomy,pouch,02/Jan,disp,Supply,0.942490614358,Supply,Logistic_OvR,1,1,0.942490614358,ostomy,pouch,1/2,disp
32,4028,HB ZOFRAN 4MG/2ML IV SOLN,zofran 4_mg/2_ml intravenous solution,Pharmacy,RETROSPECTIVE,13/07/2016,zofran,soln,4_mg/2_ml,iv,Pharmacy,0.94358433069,Pharmacy,Logistic_OvR,1,1,0.94358433069,zofran,soln,4_mg/2_ml,iv
33,4697,ALVIMOPAN 12 MG CAP,alvimopan 12_mg capsule,Pharmacy,ONLINE,16/09/2016,12_mg,capsule,alvimopan,,Pharmacy,0.941168459679,Pharmacy,Logistic_OvR,1,1,0.941168459679,12_mg,capsule,alvimopan,
34,1317,CSR-UNDERPAD ULTRASORBS 5PK; UNDERPAD ULTRASORBS 5PK,csr underpad ultrasorbs 5pk underpad ultrasorbs 5pk,Supply,RETROSPECTIVE,12/07/2016,ultrasorbs,underpad,5pk,,Laboratory,0.850295475097,Laboratory,Logistic_OvR,1,1,0.850295475097,ultrasorbs,5pk,underpad,csr
35,1694,HC-LAB-GLUCOSE BLOOD,laboratory glucose blood,Laboratory,RETROSPECTIVE,12/07/2016,laboratory,blood,glucose,,Laboratory,0.633322378163,Laboratory,Logistic_OvR,1,1,0.633322378163,laboratory,blood,glucose,
36,957,HB COPPER 100 MCG/ML DILUTION IN SW FOR TPN,copper 100 mcg/ml dilution in sw for total_parenteral_nutrition,Pharmacy,RETROSPECTIVE,12/07/2016,TPN,dilution,sw,,Pharmacy,0.971630677909,Pharmacy,Logistic_OvR,1,1,0.971630677909,mcg,ml,tpn,
37,2714,27677000 - US RETROPERITONEAL COMP,ultrasound retroperitoneal comprehensive,Radiology,RETROSPECTIVE,13/07/2016,compressors,retroperitoneal,27677000_us,,Radiology,0.787526556775,Radiology,Logistic_OvR,1,1,0.787526556775,us,retroperitoneal,comprehensive,
38,879,PULSE OXIMETRY/DAILY,pulse oximetry/daily,Monitoring,RETROSPECTIVE,12/07/2016,oximetry,daily,pulse,,Monitoring,0.907774497888,Monitoring,Logistic_OvR,1,1,0.907774497888,oximetry,daily,pulse,
39,4332,VENTILATOR MANAGEMENT,ventilator management,Respiratory Therapy,RETROSPECTIVE,13/07/2016,ventilator,management,,,Respiratory Therapy,0.658941028334,Respiratory Therapy,Logistic_OvR,1,1,0.658941028334,ventilator,management,,
40,1296,BLOOD ADMINISTRATION SET,blood administration set,Supply,RETROSPECTIVE,12/07/2016,set,administration,blood,,Supply,0.50279636554,Supply,Logistic_OvR,1,1,0.50279636554,set,administration,blood,
41,1486,SET PRIMARY PUMP CLAVE,set primary pump clave,Supply,RETROSPECTIVE,12/07/2016,pump,set,clave,primary,Supply,0.840149104338,Supply,Logistic_OvR,1,1,0.840149104338,pump,set,clave,primary
42,5041,DISP: 50.000 ML; 5 %; USED NDC QTY: 1.000 PCK OF 50.000 ML VIAL ALBUMIN HUMAN 5 % IV SOLUTION ANE ALBUMIN 5 % BOLUS (50 ML),dispensed 50.000_ml 5% used ndc quantity 1 pack of 50.000_ml vial albumin human 5% intravenous solution ane albumin 5% bolus 50_ml,Pharmacy,ONLINE,16/09/2016,quantity,vial,ndc,disposable,Pharmacy,0.961929084637,Pharmacy,Logistic_OvR,1,1,0.961929084637,used,vial,albumin,ndc
43,5309,HC HEPATITIS C VIRUS GENOTYPE,hepatitis c virus genotype,Laboratory,ONLINE,16/09/2016,c,virus,hepatitis,genotype,Laboratory,0.795854729193,Laboratory,Logistic_OvR,1,1,0.795854729193,c,virus,hepatitis,genotype
44,1871,STERILE WATER FOR IRRIG 250ML,sterile water for irrigation 250_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,water,250_ml,irrig,sterile,Diluent / Flush / Irrigant,0.877016317849,Diluent / Flush / Irrigant,Logistic_OvR,1,1,0.877016317849,water,250_ml,irrig,sterile
45,398,DORNASE PULMOZYME 2.5 MG I,dornase pulmozyme 2.5_mg i,Plan Benefit,RETROSPECTIVE,12/07/2016,pulmozyme,2.5_mg,dornase,,Pharmacy,0.582034138322,Pharmacy,Logistic_OvR,1,1,0.582034138322,pulmozyme,2.5_mg,dornase,
46,2744,59757000 - CATH SINGLE LUMEN SC14701,catheter single lumen,Supply,RETROSPECTIVE,13/07/2016,sc14701,catheter,single,lumen,Supply,0.9067007062,Supply,Logistic_OvR,1,1,0.9067007062,cath,single,lumen,
47,4982,DEXTROSE 5 % SOLN 250 ML FLEX CONT,dextrose_5% solution 250_ml,Diluent / Flush / Irrigant,ONLINE,16/09/2016,250_ml,continuous,dextrose,soln,Diluent / Flush / Irrigant,0.610035880641,Diluent / Flush / Irrigant,Logistic_OvR,1,1,0.610035880641,250_ml,dextrose_5%,soln,
48,1098,NICU I INTENSIVE CARE,neonatal_intensive_care_unit i intensive care,Room and Board,RETROSPECTIVE,12/07/2016,intensive,NICU,care,,Room and Board,0.809732045267,Room and Board,Logistic_OvR,1,1,0.809732045267,intensive,nicu,care,
49,1254,SUCTIONING,suctioning,Respiratory Therapy,RETROSPECTIVE,12/07/2016,suctioning,,,,Supply,0.703779098684,Supply,Logistic_OvR,1,1,0.703779098684,suctioning,,,
50,1361,HB DRESSING FOAM MPLX BORDR W3INX,dressing foam mepilex border w3inx,Supply,RETROSPECTIVE,12/07/2016,w3inx,foam,border,dressing,Supply,0.908735128367,Supply,Logistic_OvR,1,1,0.908735128367,mplx,foam,dressing,
51,3462,12820652 - HEPARIN SODIUM PER 1000 UNITS,heparin sodium per 1000_units,Diluent / flush / Irrigant,RETROSPECTIVE,13/07/2016,heparin,1000_units,per,sodium,Diluent / Flush / Irrigant,0.491100948995,Diluent / Flush / Irrigant,Logistic_OvR,1,1,0.491100948995,heparin,1000_units,per,sodium
52,616,LACTATE (LACTIC ACID),lactate lactic acid,Laboratory,RETROSPECTIVE,12/07/2016,acid,lactic,lactate,,Laboratory,0.798851179857,Laboratory,Logistic_OvR,1,1,0.798851179857,acid,lactic,lactate,
53,4775,BLD# PLTLT AUTO,blood platelet automated,Laboratory,ONLINE,16/09/2016,automated,blood,pltlt,,Laboratory,0.767924876814,Laboratory,Logistic_OvR,1,1,0.767924876814,platelet,blood,automated,
54,1990,CAFFEINE 60MG/3ML ORAL SOLUTION,caffeine 60_mg/3_ml oral solution,Pharmacy,RETROSPECTIVE,12/07/2016,60_mg/3_ml,oral,caffeine,solution,Pharmacy,0.928768953152,Pharmacy,Logistic_OvR,1,1,0.928768953152,60_mg/3_ml,oral,caffeine,solution
55,781,HC GLUCOSE POINT OF CARE,glucose point of care,Monitoring,RETROSPECTIVE,12/07/2016,point,care,glucose,,Monitoring,0.939433938246,Monitoring,Logistic_OvR,1,1,0.939433938246,point,care,glucose,
56,5187,GLYCERIN PEDIATRIC 1.2 G SUPP,glycerin pediatric 1.2 gram suppository,Supply,ONLINE,16/09/2016,supp,glycerin,pediatric,,Supply,0.562693368474,Supply,Logistic_OvR,1,1,0.562693368474,supp,glycerin,gram,pediatric
57,1481,"SET FEED EXT 60""",set feed extension 60,Supply,RETROSPECTIVE,12/07/2016,feed,set,extension,,Supply,0.93470593572,Supply,Logistic_OvR,1,1,0.93470593572,feed,set,ext,
58,1609,TELEVISION,television,Plan Benefit,RETROSPECTIVE,12/07/2016,television,,,,Supply,0.378985320728,Supply,Logistic_OvR,1,1,0.378985320728,television,,,
59,391,DORNASE ALFA INHA SOLN; DORNASE ALFA NEB 1 MG/ML (2.5 ML),dornase alpha inhalation solution dornase alpha nebulizer 1_mg/ml 2.5_ml,Plan Benefit,RETROSPECTIVE,12/07/2016,solution,nebulizer,alfa,inhalation,Plan Benefit,0.976109437951,Plan Benefit,Logistic_OvR,1,1,0.976109437951,alpha,neb,solution,inha
60,4972,DEXMEDETOMIDINE 100 MCG/ML SOLN 2 ML VIAL,dexmedetomidine 100 mcg/ml solution 2_ml vial,Pharmacy,ONLINE,16/09/2016,mcg,ml,2_ml,soln,Pharmacy,0.986130882848,Pharmacy,Logistic_OvR,1,1,0.986130882848,mcg,ml,2_ml,soln
61,1908,AMOXICILLIN SUSPENSION 50 M WCH00-0004-28,amoxicillin suspension 50 m wch00 4 28,Pharmacy,RETROSPECTIVE,12/07/2016,suspension,wch00,,,Pharmacy,0.942193500225,Pharmacy,Logistic_OvR,1,1,0.942193500225,suspension,amoxicillin,wch00,
62,867,PULSE OX-CONTINUOUS,pulse oximetry continuous,Monitoring,RETROSPECTIVE,12/07/2016,continuous,oximetry,pulse,,Monitoring,0.891846170004,Monitoring,Logistic_OvR,1,1,0.891846170004,continuous,oximetry,pulse,
63,6032,SYS 5 LEAD CABLE & WIRE DUAL,system 5 lead cable and wire dual,Supply,ONLINE,16/09/2016,dual,system,lead,,Supply,0.742529759724,Supply,Logistic_OvR,1,1,0.742529759724,dual,wire,system,lead
64,661,SODIUM SERUM,sodium serum,Laboratory,RETROSPECTIVE,12/07/2016,serum,sodium,,,Laboratory,0.879706574064,Laboratory,Logistic_OvR,1,1,0.879706574064,serum,sodium,,
65,85,D5W 100ML IVF,dextrose_5%_in_water 100_ml intravenous_fluid,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,100_ml,D5W,IVF,,Diluent / Flush / Irrigant,0.799063655195,Diluent / Flush / Irrigant,Logistic_OvR,1,1,0.799063655195,100_ml,d5w,ivf,
66,4869,CHEST 1V CHEST 1V,chest one_view chest one_view,Radiology,ONLINE,16/09/2016,chest,1v,,,Radiology,0.712743667907,Radiology,Logistic_OvR,1,1,0.712743667907,chest,1v,,
67,3519,14595302 - PREDNISONE PER 5MG TAB (10MG),prednisone per 5_mg tablet 10_mg,Pharmacy,RETROSPECTIVE,13/07/2016,5_mg,tablet,per,10_mg,Pharmacy,0.91504250012,Pharmacy,Logistic_OvR,1,1,0.91504250012,tab,5_mg,prednisone,per
68,3491,13754012 - MONTELUKAST SODIUM TABLET 10MG,montelukast sodium tablet 10_mg,Pharmacy,RETROSPECTIVE,13/07/2016,montelukast,10_mg,tablet,sodium,Pharmacy,0.969348010956,Pharmacy,Logistic_OvR,1,1,0.969348010956,montelukast,10_mg,tablet,sodium
69,898,ASPIRIN 325MG; ASPIRIN 325 MG TABLET .EC,aspirin 325_mg aspirin 325_mg tablet each,Pharmacy,RETROSPECTIVE,12/07/2016,325_mg,tablet,aspirin,,Pharmacy,0.966185665907,Pharmacy,Logistic_OvR,1,1,0.966185665907,325_mg,tablet,aspirin,
70,3975,HB GRAM STAIN,gram stain,Laboratory,RETROSPECTIVE,13/07/2016,stain,gram,,,Laboratory,0.857290650503,Laboratory,Logistic_OvR,1,1,0.857290650503,stain,gram,,
71,3525,14668262 - PROPOFOL PER 10MG/100ML INJ,propofol per 10_mg/100_ml injection,Pharmacy,RETROSPECTIVE,13/07/2016,10_mg/100_ml,injection,propofol,per,Pharmacy,0.946589021646,Pharmacy,Logistic_OvR,1,1,0.946589021646,10_mg/100_ml,inj,propofol,per
72,3248,CT HEAD OR BRAIN W/O CONTRAST,computed_tomography head operating_room brain without contrast,Radiology,RETROSPECTIVE,13/07/2016,head,or,ct,brain,Radiology,0.833830547069,Radiology,Logistic_OvR,1,1,0.833830547069,head,ct,brain,without
73,4006,HB REMIFENTANIL 5MG VIAL,remifentanil 5_mg vial,Pharmacy,RETROSPECTIVE,13/07/2016,vial,remifentanil,5_mg,,Pharmacy,0.945747661491,Pharmacy,Logistic_OvR,1,1,0.945747661491,vial,remifentanil,5_mg,
74,2122,DOCUSATE 50MG/CAP UD,docusate 50_mg/capillary ud,Pharmacy,RETROSPECTIVE,12/07/2016,50_mg/capture,udi,docusate,,Pharmacy,0.963350987727,Pharmacy,Logistic_OvR,1,1,0.963350987727,50_mg/capillary,docusate,ud,
75,1210,LCHG BLOOD DRAW,blood draw,Nursing Services,RETROSPECTIVE,12/07/2016,draw,blood,,,Nursing Services,0.514460682867,Nursing Services,Logistic_OvR,1,1,0.514460682867,draw,blood,,
76,1251,SPECIMEN COLLECTION FEE,specimen collection fee,Nursing Services,RETROSPECTIVE,12/07/2016,specimen,fee,collection,,Nursing Services,0.471523032407,Nursing Services,Logistic_OvR,1,1,0.471523032407,specimen,fee,collection,
77,2964,DRSG GZE PETRO XERO 4INX3YD,dressing gauze petroleum xeroform 4_inches_x_3_yards,Supply,RETROSPECTIVE,13/07/2016,dressing,,,,Supply,0.94913732689,Supply,Logistic_OvR,1,1,0.94913732689,gauze,drsg,,
78,1113,CHLOROTHIAZIDE SUSP 50MG/1ML,chlorothiazide suspension 50_mg/1_ml,Pharmacy,RETROSPECTIVE,12/07/2016,50_mg/1_ml,chlorothiazide,susp,,Pharmacy,0.944004390984,Pharmacy,Logistic_OvR,1,1,0.944004390984,50_mg/1_ml,chlorothiazide,susp,
79,1994,GABAPENTIN 300 MG ORAL CAP,gabapentin 300_mg oral capillary,Pharmacy,RETROSPECTIVE,12/07/2016,oral,cap,300_mg,gabapentin,Pharmacy,0.917333123925,Pharmacy,Logistic_OvR,1,1,0.917333123925,capillary,oral,300_mg,gabapentin
80,5155,FORMULA: ENFAMIL ENFACARE,formula enfamil enfacare,Supply,ONLINE,16/09/2016,formula,enfacare,enfamil,,Laboratory,0.665751750402,Laboratory,Logistic_OvR,1,1,0.665751750402,formula,enfacare,enfamil,
81,3838,CLOSTRIDIUM DIFFICILE BY RT PCR,clostridium difficile by respiratory_therapy pcr,Laboratory,RETROSPECTIVE,13/07/2016,pcr,rt,clostridium,difficile,Laboratory,0.846668615819,Laboratory,Logistic_OvR,1,1,0.846668615819,pcr,rt,clostridium,difficile
82,4655,0.9% NACL 0.9% SOLN,0.9% sodium_chloride 0.9% solution,Diluent / Flush / Irrigant,ONLINE,16/09/2016,0.90%,soln,nacl,,Diluent / Flush / Irrigant,0.571436402759,Diluent / Flush / Irrigant,Logistic_OvR,1,1,0.571436402759,0.9%,soln,nacl,
83,3493,13802212 - MUPIROCIN 2% OINT 22GM,mupirocin 2% ointment 22_gm,Pharmacy,RETROSPECTIVE,13/07/2016,mupirocin,ointment,22_gm,2%,Pharmacy,0.721062809088,Pharmacy,Logistic_OvR,1,1,0.721062809088,mupirocin,oint,22_gm,2%
84,3283,HB EVOKED POT POST TIBIAL NERVE,evoked potential post tibial nerve,Procedure,RETROSPECTIVE,13/07/2016,post,tibial,,,Procedure,0.418645590209,Procedure,Logistic_OvR,1,1,0.418645590209,post,,,
85,1437,MOUTHCARE KIT ICU CHG,mouthcare kit intensive_care_unit charge,Supply,RETROSPECTIVE,12/07/2016,charge,kit,ICU,mouthcare,Supply,0.611100272354,Supply,Logistic_OvR,1,1,0.611100272354,chg,kit,icu,mouthcare
86,3789,BLANKET ADULT UNDERBODY,blanket adult underbody,Supply,RETROSPECTIVE,13/07/2016,blanket,adult,underbody,,Supply,0.894232373638,Supply,Logistic_OvR,1,1,0.894232373638,blanket,adult,underbody,
87,5927,SENSOR ADLT NEONATAL MAX-N,sensor adult neonatal max n,Supply,ONLINE,16/09/2016,neonatal,sensor,adlt,,Supply,0.82088638355,Supply,Logistic_OvR,1,1,0.82088638355,neonatal,sensor,adlt,
88,598,HCT ISTAT,hematocrit istat,Laboratory,RETROSPECTIVE,12/07/2016,hematocrit,istat,,,Laboratory,0.596471665264,Laboratory,Logistic_OvR,1,1,0.596471665264,hct,istat,,
89,617,LACTATE (PNL),lactate panel,Laboratory,RETROSPECTIVE,12/07/2016,panel,lactate,,,Laboratory,0.835280416364,Laboratory,Logistic_OvR,1,1,0.835280416364,panel,lactate,,
90,2586,BACITRACIN 50MU VL,bacitracin 50mu vial,Pharmacy,RETROSPECTIVE,12/07/2016,50mu,bacitracin,vl,,Pharmacy,0.886323464942,Pharmacy,Logistic_OvR,1,1,0.886323464942,vial,50mu,bacitracin,
91,1722,PULMOZYME INHALATION SOLN 2.5ML NDC: 50242010040,pulmozyme inhalation solution 2.5_ml ndc 5.0242011E10,Plan Benefit,RETROSPECTIVE,12/07/2016,ndc,pulmozyme,inhalation,solution,Pharmacy,0.824544068286,Pharmacy,Logistic_OvR,1,1,0.824544068286,ndc,inhalation,soln,
92,2467,OXYGEN 1 - 12 HR,oxygen 1 12 hour,Respiratory Therapy,RETROSPECTIVE,12/07/2016,hr,oxygen, ,,Respiratory Therapy,0.85427292116,Respiratory Therapy,Logistic_OvR,1,1,0.85427292116,hr,oxygen,,
93,1898,ALBUMIN HUMAN 5% SOLN,albumin human 5% solution,Pharmacy,RETROSPECTIVE,12/07/2016,5%,albumin,soln,human,Pharmacy,0.71930492965,Pharmacy,Logistic_OvR,1,1,0.71930492965,5%,albumin,soln,human
94,4717,ANESTHESIA PER 30MIN > 90MIN HCHG ANESTHESIA PER 30MIN > 90MIN,anesthesia per 30min greater_than 90min,OR / Anesthesia / Recovery Room,ONLINE,16/09/2016,greater_than,anesthesia,per,,OR / Anesthesia / Recovery Room,0.811298334377,OR / Anesthesia / Recovery Room,Logistic_OvR,1,1,0.811298334377,greater_than,30min,anesthesia,per
95,284,SODIUM CHLORIDE 0.9 % SO,sodium chloride 0.9% so,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,0.90%,chloride,sodium,,Diluent / Flush / Irrigant,0.65517034388,Diluent / Flush / Irrigant,Logistic_OvR,1,1,0.65517034388,0.9%,chloride,so,
96,545,DEXTROSE 5% IN WATER 50ML,dextrose 5% in water 50_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,5%,water,dextrose,50_ml,Diluent / Flush / Irrigant,0.876116645301,Diluent / Flush / Irrigant,Logistic_OvR,1,1,0.876116645301,5%,water,dextrose,50_ml
97,5,ALARIS PUMP IV ARM,alaris pump intravenous arm,Capital Equipment,RETROSPECTIVE,12/07/2016,pump,alaris,intravenous,arm,Capital Equipment,0.769714815315,Capital Equipment,Logistic_OvR,1,1,0.769714815315,pump,alaris,iv,arm
98,1802,US NEO HEAD,ultrasound neonatal head,Radiology,RETROSPECTIVE,12/07/2016,neo,head,us,,Radiology,0.715168253923,Radiology,Logistic_OvR,1,1,0.715168253923,neonatal,us,head,
99,2302,ECHO 2D F-U,echocardiogram 2 follow up,Cardiology,RETROSPECTIVE,12/07/2016,2d,units,f,echo,Cardiology,0.52447882494,Cardiology,Logistic_OvR,1,1,0.52447882494,follow,echocardiogram,,
100,2257,FERROUS SULFATE OS,ferrous sulfate mouth,Pharmacy,RETROSPECTIVE,12/07/2016,os,ferrous,sulfate,,Pharmacy,0.868163360966,Pharmacy,Logistic_OvR,1,1,0.868163360966,os,ferrous,sulfate,
