DESC_ID,ORIG_DESC,NORM_DESC,CHRG_CLS,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4
58,PUMP & BAG-ENTERAL,pump & bag enteral,Capital Equipment,RETROSPECTIVE,12/07/2016,bag,pump,enteral,
59,PUMP - PCA  EPIDURAL OR INFUSION,pump patient_controlled_analgesia epidural operation_room infusion,Capital Equipment,RETROSPECTIVE,12/07/2016,pump,infusion,PCA,OR
60,PUMP FEED DAIL,pump feed daily,Capital Equipment,RETROSPECTIVE,12/07/2016,feed,pump,daily,
61,PUMP INFUS CLAVE/Y-SIT,pump infusion clave/y sit,Capital Equipment,RETROSPECTIVE,12/07/2016,pump,sit,infusion,clave
62,PUMP INFUSION (GLBL),pump infusion glbl,Capital Equipment,RETROSPECTIVE,12/07/2016,pump,glbl,infusion,
63,PUMP IV ARM,pump intravenous arm,Capital Equipment,RETROSPECTIVE,12/07/2016,pump,intravenous,arm,
64,PUMP IV BRAIN,pump intravenous brain,Capital Equipment,RETROSPECTIVE,12/07/2016,brain,pump,intravenous,
65,RNTL BED PLEXUS DAILY,rental bed plexus daily,Capital Equipment,RETROSPECTIVE,12/07/2016,plexus,rental,daily,bed
66,RNTL OUTLOOK PUMP DAILY,rental outlook pump daily,Capital Equipment,RETROSPECTIVE,12/07/2016,outlook,rental,pump,daily
67,SEQUENT COMPRESSION DEV,sequential compression device,Capital Equipment,RETROSPECTIVE,12/07/2016,device,sequential,compression,
68,SYRINGE PUMP,syringe pump,Capital Equipment,RETROSPECTIVE,12/07/2016,syringe,pump,,
69,SYRINGE PUMP  S/P,syringe pump specification,Capital Equipment,RETROSPECTIVE,12/07/2016,syringe,s,p,pump
70,SYRINGE PUMP - S/P,syringe pump specification,Capital Equipment,RETROSPECTIVE,12/07/2016,syringe,s,p,pump
71,SYRINGE PUMP S/P,syringe pump specification,Capital Equipment,RETROSPECTIVE,12/07/2016,syringe,s,p,pump
72,TC BAG FEEDING PUMP ZEVEX,bag feeding pump zevex,Capital Equipment,RETROSPECTIVE,12/07/2016,bag,pump,feeding,zevex
73,0.9% NACL 100ML,0.9% sodium_chloride 100_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,0.90%,100_ml,NaCl,
74,0.9% NACL 250ML,0.9% sodium_chloride 250_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,0.90%,250_ml,NaCl,
75,0.9% SODIUM CHLORIDE 0.9 % SOLN,0.9% sodium chloride 0.9% solution,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,chloride,solution,sodium,
76,0.9% SODIUM CHLORIDE 0.9 % SOLN 50 ML FLEX CONT,0.9% sodium chloride 0.9% solution 50_ml flex control,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,flex,cont,sodium,solution
77,20800207-PF NS 0.9% 0.9 % SOLN 10 ML VIAL,partial_fill normal_saline 0.9% 0.9% solution 10_ml vial,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,vial,PF,10_ml,solution
78,20800462-D5W SOLP 100 ML BAG,dextrose_5%_in_water solution 100_ml bag,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,100_ml,solution,bag,
79,25000523-STERILE WATER SOLN,sterile water solution,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,water,sterile,solution,
80,5% DEXTROSE/WATER,5% dextrose/water,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,5%,dextrose,water,
81,D5 IN WATER 50 ML - D 5 W 50 ML,dextrose_5% in water 50_ml dextrose_5%_in_water 50_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,water,50_ml,dipped,
82,D5W,dextrose_5%_in_water,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,D5W,,,
83,D5W 1/2NS 1000ML/20MEQ KCL,dextrose_5%_in_water 1/2ns 1000_ml/20_meq potassuim_chloride,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,1000_ml/20meq,1/2ns,KCl,D5W
84,D5W 1000ML,dextrose_5%_in_water 1000_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,D5W,1000_ml,,
85,D5W 100ML IVF,dextrose_5%_in_water 100_ml intravenous_fluid,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,100_ml,D5W,IVF,
86,D5W 250ML,dextrose_5%_in_water 250_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,250_ml,D5W,,
87,D5W 250ML INJ,dextrose_5%_in_water 250_ml injection,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,250_ml,injection,D5W,
88,D5W 25ML,dextrose_5%_in_water 25_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,25_ml,D5W,,
89,D5W 50 ML,dextrose_5%_in_water 50_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,50_ml,D5W,,
90,D5W 50 ML BAG,dextrose_5%_in_water 50_ml bag,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,50_ml,bag,D5W,
91,D5W 50ML IVF,dextrose_5%_in_water 50_ml intravenous_fluid,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,50_ml,D5W,IVF,
92,DEX 5%/WATER 100ML,dextrose 5%/water 100_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,100_ml,dextrose,5%/water,
93,DEX 5%/WATER 250ML,dextrose 5%/water 250_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,250_ml,dextrose,5%/water,
94,DEX 5%/WATER 50ML,dextrose 5%/water 50_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,50_ml,dextrose,5%/water,
95,DEXT 5% WATER 100ML,dextrose 5% water 100_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,5%,water,dextrose,100_ml
96,DEXTROSE 5 % SOLN,dextrose 5% solution,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,5%,dextrose,solution,
97,DEXTROSE 5 % SOLN 50 ML FLEX CONT,dextrose 5% solution 50_ml flex control,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,50_ml,flex,cont,dextrose
98,DEXTROSE 5%,dextrose 5%,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,5%,dextrose,,
99,DEXTROSE 5% (D5W) SOLP,dextrose 5% dextrose_5%_in_water solution,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,5%,dextrose,D5W,solution
100,DEXTROSE 5% 100ML,dextrose 5% 100_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,5%,100_ml,dextrose,
101,DEXTROSE 5% 250ML,dextrose 5% 250_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,5%,250_ml,dextrose,
102,DEXTROSE 5% 5 % SOLN,dextrose 5% 5% solution,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,5%,dextrose,solution,
103,DEXTROSE 5% 50ML,dextrose 5% 50_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,5%,50_ml,dextrose,
104,DEXTROSE 5% IN,dextrose 5% injection,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,5%,injection,dextrose,
105,DEXTROSE 5% IN W,dextrose 5% in with,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,5%,water,dextrose,
106,DEXTROSE 5% IN WATER 100ML,dextrose 5% in water 100_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,5%,water,dextrose,100_ml
107,DEXTROSE 5% IN WATER 250ML,dextrose 5% in water 250_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,5%,water,dextrose,250_ml
108,BUN,blood_urea_nitrogen,Laboratory,RETROSPECTIVE,12/07/2016,BUN,,,
109,DEXTROSE 5% IN WATER INJ,dextrose 5% in water injection,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,5%,water,injection,dextrose
110,DEXTROSE 5% SOLN,dextrose 5% solution,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,5%,dextrose,solution,
111,DEXTROSE 5% SOLN 50 ML FLEX CONT,dextrose 5% solution 50_ml flex control,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,50_ml,flex,cont,dextrose
112,DEXTROSE 5% SOLP,dextrose 5% solution,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,5%,dextrose,solution,
114,DISP: 30.000 ML; 2 UNIT/ML; USED NDC QTY: 6.000 PCK OF 500.000 ML BAG HEPARIN  PORCINE (PF) 2 UNIT/ML IV SYRINGE,disposable 30.000_ml 2_units/ml_used ndc quantity 6 pack of 500.000_ml bag heparin porcine partial_fill 2_units/ml intravenous syringe,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,PF,ndc,disposable
117,HB 0.9% NACL 250ML 2B1322Q INJ,0.9% sodium_chloride 250_ml 2b1322q injection,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,250_ml,injection,NaCl,
118,HB 5% DEXTROSE/WATER 250ML,5% dextrose/water 250_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,5%,250_ml,dextrose,water
119,HB HEPARIN SALN 2U/ML 500ML FLUSH INJ,heparin saline 2_units/ml 500_ml flush injection,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,saline,injection,500_ml
120,HB NORMAL SALINE 10ML VL (NACL0,normal saline 10_ml vial sodium chloride,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,saline,10_ml,sodium,normal
113,DISP: 0.250 ML;1.000 UNIT/ML; USED NDC QTY: 10.000 PCK OF 10.000 ML VIAL HEPARIN (PORCINE) 1000 UNIT INJECTION HEPARIN (PORCINE) 1 000 UNIT/ML INJECTION SOLUTION,disposable 0.250_ml 1.000_unit/ml_used ndc quantity 10 pack of 10.000_ml vial heparin porcine 1000_units injection heparin porcine 1 000_units/ml injection solution,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,vial,ndc,disposable
115,DISP: 5.000 ML; 10 UNIT/ML; USED NDC QTY: 5.000 PCK OF 5.000 ML SYRINGE HEPARIN PORCINE (PF) 10 UNIT IV SYRINGE HEPARIN  PORCINE (PF) 10 UNIT/ML IV SYRINGE,disposable 5.000_ml 10_units/ml_used ndc quantity 5 pack of 5.000_ml syringe heparin porcine partial_fill 10_units intravenous syringe heparin porcine partial_fill 10_units/ml intravenous syringe,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,10_units,PF,ndc
116,DISP: 5.000 ML; 100 UNIT/ML; USED NDC QTY: 50.000 PCK OF 5.000 ML SYRINGE HEPARIN LOCK FLUSH 10 UNITS SYRINGE HEPARIN  PORCINE (PF) 100 UNIT/ML IV SYRINGE,disposable 5.000_ml 100_units/ml_used ndc quantity 50 pack of 5.000_ml syringe heparin lock flush 10_units syringe heparin porcine partial_fill 100_units/ml intravenous syringe,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,10_units,lock,ndc
121,HB NORMAL SALINE 10ML VL (NACLO,normal saline 10_ml vial naclo,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,saline,vl,10_ml,naclo
122,HB SODIUM CHLORIDE 0.9% 10ML SYRN,sodium chloride 0.9% 10_ml syringe,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,syringe,10_ml,chloride,sodium
123,HB SODIUM CHLORIDE 0.9% IV,sodium chloride 0.9% intravenous,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,0.90%,chloride,intravenous,sodium
124,HB SODIUM CHLORIDE 4 MEQ/ML IV SOLN,sodium chloride 4_meq/ml intravenous solution,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,solution,chloride,intravenous,sodium
125,HB STERILE WATER FOR INJ 1L,sterile water for injection 1l,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,water,injection,sterile,1l
126,HB WATER STERILE INJ,water sterile injection,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,water,injection,sterile,
127,HC-SODIUM CHLORIDE IV,sodium chloride intravenous,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,chloride,intravenous,sodium,
128,HCHG STERILE WATER,sterile water,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,water,sterile,,
129,HEP FLUSH 300UNIT; HEPARIN FLUSH 100 UNITS/ML 3ML SYR,heparin flush 300unit heparin flush 100_units/ml 3_ml syringe,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,syringe,3_ml,flush
130,HEP-LOCK PF 100 U/ML IV TBX,heparin lock partial_fill 100_units/ml intravenous tubex,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,lock,tubex,intravenous
131,HEPARIN (PORCINE) 10 UNI,heparin porcine 10_units,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,10_units,porcine,
132,HEPARIN (PORCINE) 10 UNIT/ML SOLN 3 ML SYRINGE,heparin porcine 10_units/ml solution 3_ml syringe,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,syringe,solution,3_ml
133,HEPARIN (PORCINE) 100 UNIT/ML SOLN,heparin porcine 100_units/ml solution,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,100_units/ml,solution,porcine
134,HEPARIN (PORCINE) LOCK FLU,heparin porcine lock flush,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,lock,flush,porcine
135,HEPARIN 10 UNIT/ML INJ,heparin 10_units/ml injection,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,injection,10_units/ml,
136,HEPARIN 10 UNIT/ML SOLN,heparin 10_units/ml solution,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,solution,10_units/ml,
137,HEPARIN 10 UNIT/ML SOLN 3,heparin 10_units/ml solution 3,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,solution,10_units/ml,
138,HEPARIN 10 UNITS/ML INJ (10ML),heparin 10_units/ml injection 10_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,injection,10_ml,10_units/ml
139,HEPARIN 10 UNITS/ML SOLN 3,heparin 10_units/ml solution 3,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,solution,10_units/ml,
140,HEPARIN 100 U INJ,heparin 100_units injection,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,100_units,injection,
141,HEPARIN 100 U ML IN,heparin 100_units ml injection,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,100_units,ml,
142,HEPARIN 100 UNIT/ML INJ (10ML),heparin 100_units/ml injection 10_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,injection,100_units/ml,10_ml
143,HEPARIN 100 UNIT/ML SOLN,heparin 100_units/ml solution,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,100_units/ml,solution,
144,HEPARIN 100 UNITS/ML INJ,heparin 100_units/ml injection,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,injection,100_units/ml,
145,HEPARIN 100 UT/ML  3 ML SYRINGE-HEPARIN LOCK SYRINGE 100 UT/ML  3 M,heparin 100_units/ml 3_ml syringe heparin lock syringe 100_units/ml 3 m,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,syringe,3_ml,lock
146,HEPARIN 10UNIT ML 3ML 3,heparin 10unit ml 3_ml 3,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,3_ml,_ml,
147,HEPARIN 12.5 UNITS,heparin 12.5_units,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,12.5_units,,
148,HEPARIN 2 UNIT/2ML FLUSH,heparin 2_units/2_ml flush,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,2_units/2_ml,flush,
149,HEPARIN 25000 UNIT/500ML 1/2NS; HEPARIN 25000 UNITS/NACL 0.45% 500,heparin 25000_units/500_ml 1/2ns heparin 25000_units/sodium_chloride 0.45% 500,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,,,
150,HEPARIN 2U/ML IN NS INJ (30ML),heparin 2_units/ml in normal_saline in 30_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,injection,30_ml,NS
151,HEPARIN 50 UNITS/5 ML LO,heparin 50_units/5_ml lo,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,50_units/5_ml,lo,
152,HEPARIN FLUSH,heparin flush,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,flush,,
153,HEPARIN FLUSH (PORCINE) 100 UNIT/ML SOLN 3 ML SYRINGE,heparin flush porcine 100_units/ml solution 3_ml syringe,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,flush,solution,3_ml
154,HEPARIN FLUSH (PRES.-FREE) 0.5 UN,heparin flush pres free 0.5_units,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,free,flush,
155,HEPARIN FLUSH 1 UNIT/ML SOL 64253-444-25,heparin flush 1_units/ml solution 64253 444 25,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,solution,flush,
156,HEPARIN FLUSH 10 UN/ML  1 ML,heparin flush 10_units/ml 1_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,1_ml,10_units/ml,flush
157,HEPARIN FLUSH 10 UNIT/ML SOLUTION 5 ML SYRINGE,heparin flush 10_units/ml solution 5_ml syringe,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,syringe,5_ml,solution
158,HEPARIN FLUSH 10 UNITS ,heparin flush 10_units,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,10_units,flush,
159,HEPARIN FLUSH 10 UNITS/M,heparin flush 10_units/m,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,10units/m,flush,
160,HEPARIN FLUSH 100 UNIT/ML,heparin flush 100_units/ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,100_units/ml,flush,
161,HEPARIN FLUSH 100U/ML 1ML SD,heparin flush 100_units/ml 1_ml sd,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,1_ml,sad,flush
162,HEPARIN FLUSH 100UNITS/ML INJ,heparin flush 100_units/ml injection,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,injection,100_units/ml,flush
163,HEPARIN FLUSH 10ML 00000005.000,heparin flush 10_ml 5,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,5,10_ml,flush
164,HEPARIN FLUSH 10U/3ML PF SYRG,heparin flush 10_units/3_ml partial_fill syringe,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,PF,syringe,flush
165,HEPARIN FLUSH 10U/ML 1-6ML SYR,heparin flush 10_units/ml 1 6_ml syringe,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,syringe,6_ml,flush
166,HEPARIN FLUSH 1UNIT/ML  3 ML,heparin flush 1_units/ml 3_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,1_units/ml,3_ml,flush
167,HEPARIN FLUSH 2 UNIT/2,heparin flush 2_units/2,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,2unit/2,flush,
168,HEPARIN FLUSH 5,heparin flush 5,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,flush,,
169,HEPARIN FLUSH 500U/5ML,heparin flush 500_units/5_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,500_units/5_ml,flush,
