DESC_ID,ORIG_DESC,NORM_DESC,CHRG_CLS,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4
6275,PHENOBARBITAL 16.2 MG TAB,phenobarbital 16.2_mg tablet,Pharmacy,ONLINE,19/09/2016,16.2_mg,tab,phenobarbital,
2493,WATER 1000ML AQUACS/12,water 1000_ml aquacs/12,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,water,aquaticus/12,1000_ml,
439,NITRIC OXIDE  EACH HOUR,nitric oxide each hour,Plan Benefit,RETROSPECTIVE,12/07/2016,oxide,hour,nitric,
3430,11679032 - CHLORHEXIDINE ORAL RINSE 15ML,chlorhexidine oral rinse 15_ml,Pharmacy,RETROSPECTIVE,13/07/2016,chlorhexidine,oral,rinse,15_ml
3320,HB PERIPHERAL/CENTRAL LINE/CATHETER ASSESSMENT,peripheral/central line/catheter assessment,Nursing Services,RETROSPECTIVE,13/07/2016,catheter,peripheral,central,line
4854,CEFAZOLIN 100 MG/ML SOLR,cefazolin 100_mg/ml solution,Pharmacy,ONLINE,16/09/2016,100_mg/ml,cefazolin,solution,
5289,HC ECHO TTE W DPLR COMPLT W CONTRST,echocardiogram transthoracic_echocardiogram with doppler complete with contrast,Cardiology,ONLINE,16/09/2016,echocardiogram,complete,tte,contrast
3994,HB OR PROCEDURE RM ADD 15 MIN,operation_room procedure room additional 15_minutes,OR / Anesthesia / Recovery Room,RETROSPECTIVE,13/07/2016,additional,min,or,procedure
2124,NICARDIPINE DRIP KIT,nicardipine drip kit,Pharmacy,RETROSPECTIVE,12/07/2016,drip,nicardipine,kit,
5781,PANTOPRAZOLE 40 MG SOLR 1 EACH VIAL,pantoprazole 40_mg solution 1 each vial,Pharmacy,ONLINE,16/09/2016,vial,pantoprazole,40_mg,solution
5104,FAT EMULSION 20% EMUL 250,fat emulsion 20% emulsion 250,Pharmacy,ONLINE,16/09/2016,20%,emul,fat,
1229,GLUCOSE REAGENT STRIP,glucose reagent strip,Supply,RETROSPECTIVE,12/07/2016,reagent,strip,glucose,
2180,ERYTHROMYCIN ES SUSP 40MG/1ML,erythromycin es suspension 40_mg/1_ml,Pharmacy,RETROSPECTIVE,12/07/2016,els,40_mg/1_ml,erythromycin,susp
1669,CARBON DIOXIDE (CO2),carbon dioxide carbon_dioxide,Laboratory,RETROSPECTIVE,12/07/2016,carbon,CO2,dioxide,
1686,GLUCOSE RP,glucose rp,Monitoring,RETROSPECTIVE,12/07/2016,rp,glucose,,
711,GLUCOSE  HOME USE DEV,glucose home use device,Monitoring,RETROSPECTIVE,12/07/2016,device,home,use,glucose
2646,NEUROMUS PER 15,neuromuscular per 15,PT / OT / Speech Therapy,RETROSPECTIVE,12/07/2016,per,neuromus, ,
4551,LEGION PNEUMOPHILIA AG IF 1,legion pneumophila antigen if 1,Laboratory,ONLINE,30/08/2016,legion,pneumophilia,antigen,
340,STERILE WATER FOR INJECTION SOLP,sterile water for injection solution,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,water,injection,sterile,solution
5861,PREDNISOLONE 15 MG/5 ML SOLN 237 ML BOTTLE,prednisolone 15_mg/5_ml solution 237_ml bottle,Pharmacy,ONLINE,16/09/2016,soln,bottle,,
4164,OLANZAPINE 10 MG TABS,olanzapine 10_mg tablets,Pharmacy,RETROSPECTIVE,13/07/2016,olanzapine,tabs,10_mg,
1231,OXYGEN PER HR,oxygen per hour,Respiratory Therapy,RETROSPECTIVE,12/07/2016,per,oxygen,hour,
2698,15278002 - MULTIVITAMINS THER W-MINERALS,multivitamins therapuetic with minerals,Pharmacy,RETROSPECTIVE,13/07/2016,therapist,minerals,multivitamins,
1295,BEDSIDE GLU SUPPLIES ONLY,bedside glucose supplies only,Supply,RETROSPECTIVE,12/07/2016,supplies,bedside,glucose,
4060,INSULIN UNT INJ,insulin unit injection,Pharmacy,RETROSPECTIVE,13/07/2016,injection,insulin,unit,
5069,DRSNG TEGADERM 4X10IN STRL,dressing tegaderm 4x10 inches sterile,Supply,ONLINE,16/09/2016,tegaderm,strl,inches,drsng
1776,SENNA 176 MG/5ML 5YRP,senna 176_mg/5_ml 5yrp,Pharmacy,RETROSPECTIVE,12/07/2016,176_mg/5_ml,5yrp,senna,
673,80000012-HC GLUCOSE BLD BY MONITOR DEVICE,hc glucose blood by monitor device,Monitoring,RETROSPECTIVE,12/07/2016,device,bay,monitor,blood
193,IV NS 100ML,intravenous normal_saline 100_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,100_ml,intravenous,NS,
3147,RH (D) BLOOD TYPING,rhesus D blood typing,Laboratory,RETROSPECTIVE,13/07/2016,rhesus,device,blood,typing
2726,52201100 - POC BS GLUCOSE CDU,point_of_care blood_sugar glucose,Monitoring,RETROSPECTIVE,13/07/2016,cdu,point_of_care,blood_sugar,glucose
3933,HB ACETAMINOPHEN 160MG/5ML TYLEN,acetaminophen 160_mg/5_ml tylenol,Pharmacy,RETROSPECTIVE,13/07/2016,tylenol,160_mg/5_ml,acetaminophen,
6069,TRANSDUCER KIT,transducer kit,Supply,ONLINE,16/09/2016,transducer,kit,,
92,DEX 5%/WATER 100ML,dextrose 5%/water 100_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,100_ml,dextrose,5%/water,
1936,PHOSPHORUS SERUM,phosphorus serum,Laboratory,RETROSPECTIVE,12/07/2016,serum,phosphorus,,
172,HEPARIN INF 25000UN,heparin infusion 25000 units,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,units,infusion,
5050,DRAPE 3/4 SHEET,drape 3/4 sheet,Supply,ONLINE,16/09/2016,drape,sheet,04/Mar,
2191,DIAZEPAM 1MG/ML 5ML,diazepam 1_mg/ml 5_ml,Pharmacy,RETROSPECTIVE,12/07/2016,diazepam,1_mg_ml,5_ml,
2741,58895000 - ROUNDS PER PATIENT (15 MIN),rounds per patient 15_minutes,Professional Fee,RETROSPECTIVE,13/07/2016,minutes,patient,rounds,per
2974,EST PT-LEVEL 1 TWOC,established patient level 1 twoc,Professional Fee,RETROSPECTIVE,13/07/2016,estimated,patient,twoc,level
3049,LIDOCAINE HCL 10MG-1%20 ML INJ,lidocaine hydrochloride 10_mg 1%20_ml injection,Pharmacy,RETROSPECTIVE,13/07/2016,injection,hcl,10_mg,
2119,ROUTINE VENIPUNCTURE,routine venipuncture,Nursing Services,RETROSPECTIVE,12/07/2016,venipuncture,routine,,
5717,NYSTATIN 100 000 UNITS/G CREA 15 G TUBE,nystatin 100 000_units/g cream 15 gram tube,Pharmacy,ONLINE,16/09/2016,tube,cream,,
960,HB SELENIUM 10 MCG/ML DILUTION IN SW FOR TPN,selenium 10 mcg/ml dilution in sw for total_parenteral_nutrition,Pharmacy,RETROSPECTIVE,12/07/2016,TPN,sw,dilution,selenium
263,SODIUM CHL PER,sodium chloride per,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,per,sodium,,
3806,CATH CENTESIS COOK YUEH 19,catheter centesis cook yueh 19,Supply,RETROSPECTIVE,13/07/2016,cook,yueh,catheter,centesis
3655,77019552 - PROTECTOR ULNAR NERVE,protector ulnar nerve,Supply,RETROSPECTIVE,13/07/2016,nerve,protector,ulnar,
4667,ACETAMINOPHEN 160 MG/5 ML SUSP,acetaminophen 160_mg/5_ml suspension,Pharmacy,ONLINE,16/09/2016,susp,160_mg/5_ml,acetaminophen,
4546,GLIDESCOPE GVL 3 STAT,glidescope gvl 3 stat,Supply,ONLINE,30/08/2016,stat,gvl,glidescope,
5667,MILRINONE 1 MG/ML SOLN 20 ML,milrinone 1_mg/ml solution 20_ml,Pharmacy,ONLINE,16/09/2016,20_ml,soln,milrinone,1_mg/ml
4767,BLANKET UPPER BODY #42268,blanket upper body 42268,Supply,ONLINE,16/09/2016,body,upper,blanket,
1868,ZYVOX 600MG TABLET,zyvox 600_mg tablet,Pharmacy,RETROSPECTIVE,12/07/2016,600_mg,tablet,zyvox,
5328,HC ISOLATION SUPPLY NON-PATIENT ROOM,isolation supply non patient room,Supply,ONLINE,16/09/2016,isolation,non,patient,room
4261,SODIUM LEVEL,sodium level,Laboratory,RETROSPECTIVE,13/07/2016,level,sodium,,
4707,AMPICILLIN-SULBACTAM 1.5 (1-0.5) G SOLR 1 EACH VIAL,ampicillin sulbactam 1.5 1 0.5 g solution 1 each vial,Pharmacy,ONLINE,16/09/2016,vial,solution,,
1434,LINER SUCTION 1500ML,liner suction 1500_ml,Supply,RETROSPECTIVE,12/07/2016,suction,liner,1500_ml,
1242,POS AIRWAY PRESSURE CPAP,postprandial airway pressure continuous_positive_airway_pressure,Respiratory Therapy,RETROSPECTIVE,12/07/2016,pressure,airway,CPAP,postprandial
3324,HB POC BLOOD GASES,point_of_care blood gases,Laboratory,RETROSPECTIVE,13/07/2016,poc,blood,gases,
307,SODIUM CHLORIDE 0.9% 50ML MB+,sodium chloride 0.9% 50_ml mb and,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,50_ml,chloride,sodium,
2206,SUTURE SILK 0 BRD SH,suture silk 0 bard sh,Supply,RETROSPECTIVE,12/07/2016,suture,,,
1204,HCHG IV INFUSION EA ADDL HOUR,intravenous infusion each additional hour,Nursing Services,RETROSPECTIVE,12/07/2016,additional,intravenous,hour,infusion
1226,OXYGEN HOURS,oxygen hours,Respiratory Therapy,RETROSPECTIVE,12/07/2016,hours,oxygen,,
1402,HCHG DRSG TEGADERM 1.75X1.75IN,dressing tegaderm 1.75x1.75 inches,Supply,RETROSPECTIVE,12/07/2016,tegaderm,1.75x1.75in,dressing,
1830,NACL 0.9% 1000ML,sodium_chloride 0.9% 1000_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,0.90%,1000_ml,nacl,
2856,AFB CULTURE ISO & PRESUMPT ID,acid-fast_bacillus culture isolate and presumptive identification,Laboratory,RETROSPECTIVE,13/07/2016,culture,,,
4879,CHLOROTHIAZIDE 250 MG TAB 100 EACH BOTTLE,chlorothiazide 250_mg tablet 100 each bottle,Pharmacy,ONLINE,16/09/2016,chlorothiazide,250_mg,bottle,tab
3974,HB GLYCOPYRROLATE 0.2MG/ML 1ML,glycopyrrolate 0.2_mg/ml 1_ml,Pharmacy,RETROSPECTIVE,13/07/2016,1_ml,0.2_mg/ml,glycopyrrolate,
5889,RBC LEUKOCYTES REDUCED,red_blood_cell leukocytes reduced,Blood Products,ONLINE,16/09/2016,rbc,reduced,leukocytes,
3972,HB GLUCOSE BLOOD,glucose blood,Laboratory,RETROSPECTIVE,13/07/2016,blood,glucose,,
2813,86130000 - A.D.L. PER 15 MINUTES (O.T.),activities_of_daily_living per 15_minutes occupational_therapy,PT / OT / Speech Therapy,RETROSPECTIVE,13/07/2016,device,tab,minutes,oxygen
2814,86401003 - WALKING MOVING AROUND,walking moving around,PT / OT / Speech Therapy,RETROSPECTIVE,13/07/2016,walking,moving,around,
228,NS 100ML INJ,normal_saline 100_ml injection,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,100_ml,injection,NS,
4666,ACETAMINOPHEN 160 MG/5 ML,acetaminophen 160_mg/5_ml,Pharmacy,ONLINE,16/09/2016,160_mg/5_ml,acetaminophen,,
3954,HB CREATININE BLOOD,creatinine blood,Laboratory,RETROSPECTIVE,13/07/2016,creatinine,blood,,
3390,*PTT PARTIAL THROMBOPLASTIN TIME,partial_prothrombaplastin_time partial thromboplastin time,Laboratory,RETROSPECTIVE,13/07/2016,partial,partial_prothrombaplastin_time,thromboplastin,time
3316,HB PACU ADD 15 MIN,post_anesthesia_care_unit additional 15_minutes,OR / Anesthesia / Recovery Room,RETROSPECTIVE,13/07/2016,pacu,min,additional,
1812,IV PUSH SAME DRUG >30 MIN,intravenous push same drug greater_than 30 minutes,Nursing Services,RETROSPECTIVE,12/07/2016,push,min,iv,
851,POINT OF CARE GLUCOSE,point of care glucose,Monitoring,RETROSPECTIVE,12/07/2016,glucose,care,point,
3058,MAGNESIUM 2 GM IN 50ML D5W,magnesium 2_gm individual 50_ml dextrose_5%_in_water,Pharmacy,RETROSPECTIVE,13/07/2016,50_ml,individual,magnesium,
4123,METHYLPREDNISOLONE (SOLUME,methylprednisolone solume,Pharmacy,RETROSPECTIVE,13/07/2016,methylprednisolone,solume,,
2417,SIMVASTATIN 20MG TAB,simvastatin 20_mg tablet,Pharmacy,RETROSPECTIVE,12/07/2016,simvastatin,20_mg,tab,
3161,SHEATH INTRO 8FR 2.5CM RSB803,sheath introducer 8fr 2.5cm rsb803,Supply,RETROSPECTIVE,13/07/2016,sheath,,,
4090,LACTULOSE 20GM/30ML,lactulose 20_gm/30_ml,Pharmacy,RETROSPECTIVE,13/07/2016,20_gm/30_ml,lactulose,,
4590,CHLORHEXIDINE 0.12 % MWSH,chlorhexidine 0.12% mouthwash,Pharmacy,ONLINE,01/09/2016,0.12%,chlorhexidine,mwsh,
4116,MARKER SKN W/RULER REG TIP 31145777,marker skin with ruler regular tip 31145777,Supply,RETROSPECTIVE,13/07/2016,regular,tip,skin,
660,SODIUM NA BLOOD,sodium sodium blood,Laboratory,RETROSPECTIVE,12/07/2016,blood,sodium,,
1404,HEEL WARMER,heel warmer,Supply,RETROSPECTIVE,12/07/2016,warmer,heel,,
2505,VENIPUNCTURE,venipuncture,Nursing Services,RETROSPECTIVE,12/07/2016,venipuncture,,,
449,NITRIC OXIDE PER HOUR,nitric oxide per hour,Plan Benefit,RETROSPECTIVE,12/07/2016,oxide,hour,per,nitric
4711,ANESTHESIA,anesthesia,OR / Anesthesia / Recovery Room,ONLINE,16/09/2016,anesthesia,,,
2995,FUNGUS CULT ISO & PRSM NOT BLD,fungus culture osolate and prsm not blood,Laboratory,RETROSPECTIVE,13/07/2016,blood,,,
3269,HB CDS CRANIOTOMY SURGERY,cds craniotomy surgery,OR / Anesthesia / Recovery Room,RETROSPECTIVE,13/07/2016,surgery,craniotomy,cds,
4696,ALTEPLASE 2 MG SOLR,alteplase 2_mg solution,Pharmacy,ONLINE,16/09/2016,2_mg,solution,alteplase,
1369,HB KIT CVC DRESSING CHANGE,kit central_venous_catheter dressing change,Supply,RETROSPECTIVE,12/07/2016,CVC,dressing,change,kit
5131,FENTANYL 50 MCG/ML SYRG 5 ML SYRINGE,fentanyl 50 mcg/ml syringe 5_ml syringe,Pharmacy,ONLINE,16/09/2016,mcg,ml,fentanyl,syrg
6019,SUCCINYL CHL 100 MG/5ML SYG 5,succinyl chloride 100_mg/5_ml syringe 5,Pharmacy,ONLINE,16/09/2016,succinyl,syg,100_mg/5_ml,chloride
329,SODIUM CL 0.9% IVS; NACL 0.9%,sodium chloride 0.9% intravenous sodium_chloride 0.9%,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,NaCl,chloride,intravenous,sodium
2907,CATH IV INTRCN SFTY 20GAX1.25I,catheter intravenous introcan safety 20gauge x 1.25 inch,Supply,RETROSPECTIVE,13/07/2016,catheter,intravenous,,
2672,TROPHAMINE 10 % SOLN 500 ML GLASS CONT,trophamine 10% solution 500_ml glass container,Pharmacy,RETROSPECTIVE,12/07/2016,container,soln,500_ml,
4502,POTASSIUM CL 40MEQ/10,potassium chloride 40_milliequivalents/10,Pharmacy,ONLINE,29/08/2016,potassium,cl,40_meq/10,
1671,CMV SCREEN PER UNIT (BBH),cytomegalovirus screen per up bbh,Laboratory,RETROSPECTIVE,12/07/2016,units,screen,per,bbh
38,HC ICU CARDIAC EQUIPMENT CHG,intensive_care_unit cardiac equipment charge,Capital Equipment,RETROSPECTIVE,12/07/2016,cardiac,equipment,charge,ICU
3292,HB HYDROXYZINE HCL 10MG TAB UD U,hydroxyzine hydrochloride 10_mg tablet unit_dose u,Pharmacy,RETROSPECTIVE,13/07/2016,10_mg,tab,hydrochloride,
5630,MAGNESIUM SULFATE 4.0 6 MEQ/ML SOLN 2 ML VIAL,magnesium sulfate 4.0 6_meq/ml solution 2_ml vial,Pharmacy,ONLINE,16/09/2016,vial,2_ml,soln,magnesium
4974,DEXTROSE 10 % IN WATER (D10W) INTRAVENOUS SOLUTION,dextrose 10% in water dextrose_10%_in_water intravenous solution,Pharmacy,ONLINE,16/09/2016,water,dextrose,intravenous,solution
1496,SODIUM CHLORIDE (PF) 3% NEBU 4 ML PLAS CONT,sodium chloride partial_fill 3% nebulizer 4_ml plastic container,Supply,RETROSPECTIVE,12/07/2016,4_ml,sodium,PF,plastic
6038,TB ET CUF INTMED HI LO 7MM LF,tube endotracheal cuff intmed hi lo 7mm lf,Supply,ONLINE,16/09/2016,tb,cuff,,
1328,DRSG TRANPAR,dressing transparent,Supply,RETROSPECTIVE,12/07/2016,transparent,dressing,,
509,TREPROSTINIL 1 MG/ML SOLN,treprostinil 1_mg/ml solution,Plan Benefit,RETROSPECTIVE,12/07/2016,1_mg/ml,solution,treprostinil,
724,GLUCOSE BLOOD BY GLU MONITOR,glucose blood by glucose monitoring,Monitoring,RETROSPECTIVE,12/07/2016,bay,monitor,blood,glucose
4280,SYPHILUS TEST QUAL,syphilus test qual,Laboratory,RETROSPECTIVE,13/07/2016,test,qual,syphilus,
1811,SPSP - SUPPLY USE MAINTA OF DRUG INF CATH,spsp supply use maintenance of drug infusion catheter,Supply,RETROSPECTIVE,12/07/2016,cath,use,inf,supply
1941,MICU,medical_intensive_care_unit,Room and Board,RETROSPECTIVE,12/07/2016,micu,,,
5677,MORPHINE 25 MG/ML SOLN 10,morphine 25_mg/ml solution 10,Pharmacy,ONLINE,16/09/2016,morphine,soln,25_mg/ml,
6293,RECOVERY ROOM ADD'L 30MIN,recovery_room additional 30_minutes,OR / Anesthesia / Recovery Room,ONLINE,19/09/2016,additional,30min,recovery,room
3578,58888000 - HIGH FLOW NASAL CANNULA,high flow nasal_cannula,Supply,RETROSPECTIVE,13/07/2016,high,nasal,cannula,flow
