DESC_ID,ORIG_DESC,NORM_DESC,CHRG_CLS,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4
994,LORAZEPAM 2 MG/ML SOLN 10 ML VIAL[10467],lorazepam 2_mg/ml solution 10_ml vial 10467,Pharmacy,RETROSPECTIVE,12/07/2016,vial,lorazepam,10_ml,solution
671,*GLUCOSE METER TEST,glucose meter test,Monitoring,RETROSPECTIVE,12/07/2016,test,meter,glucose,
3593,62999001 - ABRR (STATISTICAL),abrr statistical,Laboratory,RETROSPECTIVE,13/07/2016,abrr,statistical,,
998,MAGNESIUM HYDROXIDE 400 MG/5 ML SUSP,magnesium hydroxide 400_mg/5_ml suspension,Pharmacy,RETROSPECTIVE,12/07/2016,suspension,hydroxide,magnesium,400_mg/5_ml
612,LACATE,lactate,Laboratory,RETROSPECTIVE,12/07/2016,lactate,,,
2349,PANTOPRAZOLE 40 MG TBEC,pantoprazole 40_mg tablet_enteric_coated,Pharmacy,RETROSPECTIVE,12/07/2016,tbec,pantoprazole,40_mg,
3279,HB DPOAES LIMITED OR TEOAES WITH INTERPRETATIO,distortion_product_otoacoustic_emissions limited or transient_evoked_otoacoustic_emissions with interpretation,Procedure,RETROSPECTIVE,13/07/2016,limited,or,,
2260,LIPASE-PROTEASE-AMYLASE 20,lipase protease amylase 20,Pharmacy,RETROSPECTIVE,12/07/2016,amylase,protease,lipase,
2003,ECHO ANOMALIES COMP,echocardiogram anomalies component,Cardiology,RETROSPECTIVE,12/07/2016,comp,anomalies,echo,
3163,SIMETHICONE-80MG U/D,simethicone 80_mg unit dose,Pharmacy,RETROSPECTIVE,13/07/2016,device,simethicone,80_mg,u
6324,YUEH NEEDLE,yueh needle,Supply,ONLINE,19/09/2016,yueh,needle,,
2394,MORPHINE 4MG/ML INJ,morphine 4_mg/ml injection,Pharmacy,RETROSPECTIVE,12/07/2016,inj,morphine,4_mg/ml,
3733,AEROBIC CULTURE (AER),aerobic culture aero,Laboratory,RETROSPECTIVE,13/07/2016,aerobic,culture,aero,
5190,GLYCOPYRROLATE 0.2 MG/ML SOLN 1 ML VIAL,glycopyrrolate 0.2_mg/ml solution 1_ml vial,Pharmacy,ONLINE,16/09/2016,vial,1_ml,soln,glycopyrrolate
2589,HC HOSPITAL OUTPATIENT CLINIC VISIT,hospital outpatient clinic visit,Other,RETROSPECTIVE,12/07/2016,clinic,hospital,visit,
2979,EXT SET PRESSURE INFUSE 7IN ROT LUER MICROCLAVE,extension set pressure infuse 7 inches rot luer microclave,Supply,RETROSPECTIVE,13/07/2016,pressure,set,inches,extension
2936,CTA  CHEST W/ CONTRAST,computed_tomography chest with contrast,Radiology,RETROSPECTIVE,13/07/2016,chest,cta,contrast,
4678,ADMIN SET IV BLD FLD Y 4C8723,administration set intravenous blood fld y 4c8723,Supply,ONLINE,16/09/2016,set,administration,iv,bld
3706,86910000 - GAIT TRAINING 15 MIN THER-TECH,gait training 15_minutes therapist tech,PT / OT / Speech Therapy,RETROSPECTIVE,13/07/2016,training,therapist,minutes,
3976,HB GRANISETRON HCL 4 MG/4ML IV SOLN,granisetron hydrochloride 4_mg/4_ml intravenous solution,Pharmacy,RETROSPECTIVE,13/07/2016,soln,iv,hydrochloride,
3222,U/S ABDOMINAL  COMPLETE,ultrasound abdominal complete,Radiology,RETROSPECTIVE,13/07/2016,Ultrasound,Abdominal,complete,
560,GLUCOSE; QUAN BLOOD,glucose quantitative blood,Laboratory,RETROSPECTIVE,12/07/2016,quantitative,blood,glucose,
2686,12037212 - PERFLUTREN LIPID MICROSPH/ML,perflutren lipid microspheres per ml,Pharmacy,RETROSPECTIVE,13/07/2016,perflutren,ml,lipid,microsph
2417,SIMVASTATIN 20MG TAB,simvastatin 20_mg tablet,Pharmacy,RETROSPECTIVE,12/07/2016,simvastatin,20_mg,tab,
306,SODIUM CHLORIDE 0.9% 50ML BAG,sodium chloride 0.9% 50_ml bag,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,50_ml,bag,chloride,sodium
3659,77030310 - PACK HEAD/NECK,pack head/neck,Supply,RETROSPECTIVE,13/07/2016,head,neck,pack,
1715,HB PULMOZYME INHALATION 1MG/ML,pulmozyme inhalation 1_mg/ml,Plan Benefit,RETROSPECTIVE,12/07/2016,pulmozyme,inhalation,1_mg/ml,
769,HBOL GLUCOSE  BLD BY MONIT,glucose blood by monitoring,Monitoring,RETROSPECTIVE,12/07/2016,bay,monitoring,blood,glucose
3192,SUT POLYSORB 0 UNDYED 36IN GS- CL954 - CSC,suture polysorb 0_undyed 36 inches gs cl954 central_supply service,Supply,RETROSPECTIVE,13/07/2016,suture,inches,,
1162,C CENTRAL/PERIPH BLOOD DRA,central/peripheral blood draw,Nursing Services,RETROSPECTIVE,12/07/2016,dra,central,peripheral,blood
5948,SMEAR GRAM STAIN,smear gram stain,Laboratory,ONLINE,16/09/2016,smear,stain,gram,
6085,TRIGLYCERIDES,triglycerides,Laboratory,ONLINE,16/09/2016,triglycerides,,,
3084,OT SLF CARE/HOME MGT TRAIN EA 15M,occupational_therapy self care/home management train each 15_minutes,PT / OT / Speech Therapy,RETROSPECTIVE,13/07/2016,home,occupational_therapy,care,
5930,SENSOR FLOTRAC ADLT 84IN,sensor flotrac adult 84 inches,Supply,ONLINE,16/09/2016,flotrac,sensor,adlt,inches
2776,64947000 - PROTECTED BRONCH BRUSH CULT,protected bronchial brush cult,Laboratory,RETROSPECTIVE,13/07/2016,cult,bronchial,protected,brush
365,BOSENTAN 31.25 MG/0.,bosentan 31.25_mg/0,Plan Benefit,RETROSPECTIVE,12/07/2016,bosentan,31.25_mg/0.,,
1871,STERILE WATER FOR IRRIG 250ML,sterile water for irrigation 250_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,water,250_ml,irrig,sterile
5183,GLUCOSE POCT,glucose point_of_care_testing,Monitoring,ONLINE,16/09/2016,poct,glucose,,
5120,FENTANYL 100 MCG/2ML SOLN,fentanyl 100 mcg/2_ml solution,Pharmacy,ONLINE,16/09/2016,fentanyl,mcg/2_ml,soln,
1710,URINE URINALYSIS W MICRO,urine urinalysis with miscroscopic,Laboratory,RETROSPECTIVE,12/07/2016,water,urinalysis,microbore,urine
2885,BISACODYL 10MG SUPP,bisacodyl 10_mg suppository,Pharmacy,RETROSPECTIVE,13/07/2016,suppository,bisacodyl,10_mg,
1738,STERIL WATER INJ 10ML,sterile water injection 10_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,water,injection,sterile,10_ml
917,CEFEPIME PEDIATRIC 100 MG/ML SOLR,cefepime pediatric 100_mg/ml solution,Pharmacy,RETROSPECTIVE,12/07/2016,100_mg/ml,cefepime,solution,pediatric
4472,HEPARIN 2000 UNIT/2ML,heparin 2000_units/2_ml,Pharmacy,ONLINE,29/08/2016,heparin,2000_units/2_ml,,
1227,OXYGEN NEWBORN PER DAY,oxygen newborn per day,Respiratory Therapy,RETROSPECTIVE,12/07/2016,newborn,per,oxygen,day
6144,WHITE PETROLATUM GEL,white petrolatum gel,Supply,ONLINE,16/09/2016,petrolatum,white,gel,
4843,CATH OCCLUSION,catheter occlusion,Supply,ONLINE,16/09/2016,cath,occlusion,,
1844,ANES G ADD M,anesthesia gram additional m,OR / Anesthesia / Recovery Room,RETROSPECTIVE,12/07/2016,anes,add,g,
4067,IV 0.9% NACL 250 ML,intravenous 0.9% sodium_chloride 250_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,13/07/2016,0.90%,250_ml,intravenous,sodium_chloride
2383,FUROSEMIDE 80 MG TABS,furosemide 80_mg tablets,Pharmacy,RETROSPECTIVE,12/07/2016,80_mg,furosemide,tabs,
2857,AL+MAG HYDROX+SIMETH 30ML CUP,aluminum and magnesium hydroxide and simethicone 30_ml cup,Pharmacy,RETROSPECTIVE,13/07/2016,30_ml,hydroxide,,
2095,.9% NACL 500ML,.9% sodium_chloride 500_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,nacl,500_ml,0.90%,
5983,SODIUM RANDOM URINE,sodium random urine,Laboratory,ONLINE,16/09/2016,random,urine,sodium,
1665,BLOOD-BILI. DIRECT,blood bilirubin direct,Laboratory,RETROSPECTIVE,12/07/2016,direct,blood,bili.,
3010,HEPARIN SODIUM  1000U-5000U INJ,heparin sodium 1000u 5000u injection,Diluent / Flush / Irrigant,RETROSPECTIVE,13/07/2016,heparin,injection,sodium,
1899,SEMIPRIVATE,semiprivate,Room and Board,RETROSPECTIVE,12/07/2016,semiprivate,,,
3878,EPHEDR 50MG/5ML INJ,ephedrine 50_mg/5_ml injection,Pharmacy,RETROSPECTIVE,13/07/2016,injection,50_mg/5_ml,ephedrine,
6018,STYLET NAVION PICC 2011 DISP,stylet navion peripherally_inserted_central_catheter 2011 disposable,Supply,ONLINE,16/09/2016,disp,navigation,picc,stylet
2082,HEMATOCRIT WHOLE BLOOD,hematocrit whole blood,Laboratory,RETROSPECTIVE,12/07/2016,hematocrit,whole,blood,
1894,XR CHEST FRONTAL 1V,x-ray chest front one_view,Radiology,RETROSPECTIVE,12/07/2016,xr,frontal,chest,1v
2950,DEX 5%/WATER 1000ML,dextrose_5% water 1000_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,13/07/2016,dextrose,1000_ml,5%/water,
2358,PROCHLORPERAZINE 10MG/2ML INJ,prochlorperazine 10_mg/2_ml injection,Pharmacy,RETROSPECTIVE,12/07/2016,inj,prochlorperazine,10_mg/2_ml,
5106,FAT EMULSION 20% EMUL 500,fat emulsion 20% emulsion 500,Pharmacy,ONLINE,16/09/2016,20%,emul,fat,
1785,FENTANYL 0.05 MG/ML SOLN 2 ML VIAL,fentanyl 0.05_mg/ml solution 2_ml vial,Pharmacy,RETROSPECTIVE,12/07/2016,vial,2_ml,fentanyl,soln
5681,MR STAPH DNA AMP PROBE,mr staph deoxyribonucleic_acid ampule probe,Laboratory,ONLINE,16/09/2016,probe,ampule,,
2744,59757000 - CATH SINGLE LUMEN SC14701,catheter single lumen,Supply,RETROSPECTIVE,13/07/2016,sc14701,catheter,single,lumen
5361,HC PRE OP SCHED LEVEL 1,pre operative schedule level 1,OR / Anesthesia / Recovery Room,ONLINE,16/09/2016,premix,level,op,schedule
1452,PICU 1:1 CARE SUPPLIES-CH,pediatric_intensive_care_unit 1 1 care supplies ch,Supply,RETROSPECTIVE,12/07/2016,ch,supplies,care,pediatric_intensive_care_unit
211,NACL 0.9% INJ 250ML,sodium_chloride 0.9% injection 250_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,0.90%,250_ml,injection,NaCl
1513,SUCTION STAT,suction stat,Supply,RETROSPECTIVE,12/07/2016,suction,stat,,
3668,77058113 - SLEEVE COMPRESSION REGULAR,sleeve compression regular,Supply,RETROSPECTIVE,13/07/2016,regular,compression,sleeve,
2096,DXTRSE 5%/WATER PER 500ML,dextrose 5%/water per 500_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,dextrose,per,5%/water,500_ml
1718,ILOPROST INHAL 10MCG 1ML AMP,iloprost inhalation 10mcg 1_ml ampule,Plan Benefit,RETROSPECTIVE,12/07/2016,amp,1_ml,inhalation,iloprost
4573,SODIUM BICARB 50MEQ/50ML INJ V,sodium_bicarbonate 50_milliequivalents/50_ml injection v,Pharmacy,ONLINE,30/08/2016,inj,v,sodium,
1568,COMPRES STOCK,compression stocking,Supply,RETROSPECTIVE,12/07/2016,compression,stock,,
4493,OR RM TIME LV 1 1ST 1,operating_room room time level 1 1st 1,OR / Anesthesia / Recovery Room,ONLINE,29/08/2016,1st,rm,time,
4336,WARD,ward,Room and Board,RETROSPECTIVE,13/07/2016,ward,,,
4322,VANCOMYCIN 500 MG IVPB,vancomycin 500_mg intravenous_piggyback,Pharmacy,RETROSPECTIVE,13/07/2016,vancomycin,500_mg,intravenous_piggyback,
4193,PLEUR EVAC INFANT/ADULT,pleural evac infant/adult,Supply,RETROSPECTIVE,13/07/2016,pleural,evac,infant,adult
406,HB NITRIC OXIDE PER HALF HOUR,nitric oxide per half hour,Plan Benefit,RETROSPECTIVE,12/07/2016,oxide,half,hour,per
4408,SET RADIAL ARTERY CATH 20GA,set radial artery catheter 20_gauge,Supply,ONLINE,24/08/2016,cath,set,,
3698,86651000 - GAIT TRAINING PER 15 MINUTES,gait training per 15_minutes,PT / OT / Speech Therapy,RETROSPECTIVE,13/07/2016,training,minutes,per,gait
2020,HEHOGLOBIN,hemoglobin,Laboratory,RETROSPECTIVE,12/07/2016,hehoglobin,,,
3326,HB POSITIONER Z-FLO 12X20 YELLOW,positioner z flo 12x20 yellow,Supply,RETROSPECTIVE,13/07/2016,positioner,z,12x20,yellow
3193,SUT POLYSORB 2-0 GS-21 U/D 36IN CL953,suture polysorb 2 0 GS 21_units/device 36 inches cl953,Supply,RETROSPECTIVE,13/07/2016,suture,inches,,
5280,HC CULTURE OTHER SOURCE,culture other source,Laboratory,ONLINE,16/09/2016,culture,source,,
5995,SPCL STN 2 I&R EXCPT MICRO,special stain 2 i&r except micro,Laboratory,ONLINE,16/09/2016,stn,,,
2625,HC THROMBOLYSIS ARTERIAL INFUSION W/IMAGING INIT TX,thrombolysis arterial infusion with imaging initial treatment,Radiology,RETROSPECTIVE,12/07/2016,arterial,infusion,tx,
2859,AMINO ACID 4.25/5 DE,amino acid 4.25/5 dextrose,Pharmacy,RETROSPECTIVE,13/07/2016,device,acid,4.25/5,amino
5788,PATH CONSULT INTROP 1 BLOC,pathology consult introp 1 bloc,Laboratory,ONLINE,16/09/2016,pathology,intropin,bloc,consult
2257,FERROUS SULFATE OS,ferrous sulfate mouth,Pharmacy,RETROSPECTIVE,12/07/2016,os,ferrous,sulfate,
4468,GUIDEWR FIX CUR - 843,guidewire fixed cur 843,Supply,ONLINE,29/08/2016,fix,curr,guidewire,
1332,DUONEB INHALATION SOLUTION 3ML,duoneb inhalation solution 3_ml,Supply,RETROSPECTIVE,12/07/2016,solution,duoneb,3_ml,inhalation
2660,HC THER PROPH/DX NJX EA SEQL IV PUSH SBST/DRUG FAC,therapist prophylactic/diagnostic injection each sequential intravenous push subsequent/drug facility,Nursing Services,RETROSPECTIVE,12/07/2016,push,ther,iv,
3618,64601000 - SYPHYLLIS QUALITATIVE,syphyllis qualitative,Laboratory,RETROSPECTIVE,13/07/2016,qualitative,syphyllis,,
3647,77001226 - LINE MORPHEUS PICC 5FR DUAL,line morpheus peripherally_inserted_central_catheter 5fr dual,Supply,RETROSPECTIVE,13/07/2016,line,dual,,
6234,HEP B SURF ANTB HBSAB,hepatitis b surface antibody hbsab,Laboratory,ONLINE,19/09/2016,hepatitis,,,
3202,TC99M MEBROF /15MCI,technetium mebrofenin 15_mci,Pharmacy,RETROSPECTIVE,13/07/2016,mebrofenin/15mci,tc99m,,
4047,ICU ROOM,intensive_care_unit room,Room and Board,RETROSPECTIVE,13/07/2016,intensive_care_unit,room,,
1181,HB AIRWAY CARE/15 MIN,airway care/15 minutes,Respiratory Therapy,RETROSPECTIVE,12/07/2016,care/15,minimum,airway,
2605,HEMOGRAM,hemogram,Laboratory,RETROSPECTIVE,12/07/2016,hemogram, , ,
5048,DRAIN CHEST BLOOD RECOVERY,drain chest blood recovery,Supply,ONLINE,16/09/2016,chest,drain,blood,recovery
2446,GLYCOPYRROLATE 1MG/5ML INJ (PREFILL SYR),glycopyrrolate 1_mg/5_ml injection prefill syringe,Pharmacy,RETROSPECTIVE,12/07/2016,syringe,inj, ,
3690,84086111 - HEMODIAL ADULT LINE CHANGE IP,hemodialysis adult line change inpatient,Dialysis,RETROSPECTIVE,13/07/2016,inpatient,line,adult,change
5024,DISP: 0.500 ML; 400 UNIT/ML; USED NDC QTY: 1.000 PCK OF 50.000 ML DROP BTL CHOLECALCIFEROL (VITAMIN D3) 400 UNIT/ML ORAL DROPS,dispensed 0.500_ml 400_units/ml_used ndc quantity 1 pack of 50.000_ml drop bottle cholecalciferol vitamin d3 400_units/ml oral drops,Pharmacy,ONLINE,16/09/2016,drops,cholecalciferol,ndc,drop
4398,PROZAC 20MG CAP; FLUOXETINE 20 MG CAP,prozac 20_mg capsule fluoxetine 20_mg capsule,Pharmacy,ONLINE,24/08/2016,capillary,20_mg,,
5049,DRAIN WND RND FL HBLS 19X 0722,drain wound rnd fl hbls 19x 0722,Supply,ONLINE,16/09/2016,drain,wnd,fluid,
3958,HB DIPHENHYDRAMINE 12.5MG/5ML,diphenhydramine 12.5_mg/5_ml,Pharmacy,RETROSPECTIVE,13/07/2016,diphenhydramine,12.5_mg/5_ml,,
4725,AQUAPHOR OINTMENT 14OZ 1 TUB E,aquaphor ointment 14oz 1 tube e,Supply,ONLINE,16/09/2016,tubing,ointment,,
3967,HB FENTANYL 50ML INJ 0.05MG/ML,fentanyl 50_ml injection 0.05_mg/ml,Pharmacy,RETROSPECTIVE,13/07/2016,50_ml,inj,fentanyl,0.05_mg/ml
1579,HB HUMIDIFIER RESP ARLFE H2O 500C,humidifier respiratory airlife water 500c,Supply,RETROSPECTIVE,12/07/2016,water,humidifier,respiratory,airlife
5979,SODIUM CHLORIDE POWD,sodium_chloride powder,Pharmacy,ONLINE,16/09/2016,chloride,powder,sodium,
2553,HC BLOOD TYPING RH (D),blood typing rhesus daily,Laboratory,RETROSPECTIVE,12/07/2016,rh,dipped,blood,
2122,DOCUSATE 50MG/CAP UD,docusate 50_mg/capillary ud,Pharmacy,RETROSPECTIVE,12/07/2016,50_mg/capture,udi,docusate,
2648,HC LEFT HEART CATH,left heart catheter,Cardiology,RETROSPECTIVE,12/07/2016,heart,cath,left,
5619,LORAZEPAM 2 MG/ML SOLN,lorazepam 2_mg/ml solution,Pharmacy,ONLINE,16/09/2016,lorazepam,2_mg/ml,soln,
2578,HEPARIN (PORCINE) PER 1000 UNITS,heparin porcine per 1000_units,Pharmacy,RETROSPECTIVE,12/07/2016,heparin,1000_units,per,
2672,TROPHAMINE 10 % SOLN 500 ML GLASS CONT,trophamine 10% solution 500_ml glass container,Pharmacy,RETROSPECTIVE,12/07/2016,container,soln,500_ml,
2108,VITAMIN D SUPPLEMENT DROPS,vitamin daily supplement drops,Pharmacy,RETROSPECTIVE,12/07/2016,supplement,d,vitamin,drops
3196,SUTURE 3-0 SLK BLK 684G,suture 3 0 silk black 684_gm,Supply,RETROSPECTIVE,13/07/2016,684_gm,suture,blk,slk
5098,FAMOTIDINE 20 MG TABS,famotidine 20_mg tablets,Pharmacy,ONLINE,16/09/2016,tabs,famotidine,20_mg,
5172,GARM SCD CALF MED 18IN,garment sequential_compression_device calf medium 18 inches,Supply,ONLINE,16/09/2016,med,inches,,
3942,HB BRAF FULL GENE SEQUENCE ANALYSIS,braf full gene sequence analysis,Laboratory,RETROSPECTIVE,13/07/2016,analysis,,,
4846,CATH ST RD ART 20GX1.75 RA-040,catheter straight rd artery 20gx1.75 ra 040,Supply,ONLINE,16/09/2016,cath,,,
2600,COMPLETE CBC AUTOMATED,complete complete_blood_count automated,Laboratory,RETROSPECTIVE,12/07/2016,cbc,complete,automated,
2784,65061000 - GLYCOHEMOGLOBIN,glycohemoglobin,Laboratory,RETROSPECTIVE,13/07/2016,glycohemoglobin,,,
2736,58861000 - PPD INITIAL TREATMENT,positive postural drainage initial treatment,Respiratory Therapy,RETROSPECTIVE,13/07/2016,NOT SURE WHAT THIS DESCRIPTION IS,purified_protein_derivative,treatment,
3704,86877000 - OT EVALUATION  INITIAL 60 MIN,occupational_therapy evaluation initial 60 minutes,PT / OT / Speech Therapy,RETROSPECTIVE,13/07/2016,evaluation,initial,occupational_therapy,minutes
3462,12820652 - HEPARIN SODIUM PER 1000 UNITS,heparin sodium per 1000_units,Diluent / Flush / Irrigant,RETROSPECTIVE,13/07/2016,heparin,1000_units,per,sodium
5269,HC CREATINE KINASE MB FRACTION,creatine kinase mb fraction,Laboratory,ONLINE,16/09/2016,mb,kinase,fraction,creatine
989,LEVETIRACETAM 500MG TABLET,levetiracetam 500_mg tablet,Pharmacy,RETROSPECTIVE,12/07/2016,tablet,500_mg,levetiracetam,
5961,SODIUM CHLORIDE 0.45% SOLP 500 ML BAG,sodium_chloride 0.45% solution 500_ml bag,Diluent / Flush / Irrigant,ONLINE,16/09/2016,500_ml,bag,chloride,solution
933,DIAZEPAM UP TO 5MG,diazepam up to 5_mg,Pharmacy,RETROSPECTIVE,12/07/2016,diazepam,5_mg,,
2297,MS CLOTH 2% GLUCO CHLOR 2P,med_surg cloth 2% glucose chloride 2_pack,Pharmacy,RETROSPECTIVE,12/07/2016,chlor,glucose,,
529,CALCIUM IONIZED WHOLE BLO,calcium ionized whole blood,Laboratory,RETROSPECTIVE,12/07/2016,calcium,ionized,whole,blood
2146,LABETALOL 5MG PER ML INJ 5ML S,labetalol 5_mg per ml injection 5_ml sigma,Pharmacy,RETROSPECTIVE,12/07/2016,5_mg,ml,per,5_ml
5545,INSTRUMENT SUCTION YANKAUER_E,instrument suction yankauer e,Supply,ONLINE,16/09/2016,instrument,suction,yankauer,e
1647,OXYGEN READINGS DLY,oxygen readings daily,Monitoring,RETROSPECTIVE,12/07/2016,daily,oxygen,readings,
4370,ICU; ROOM 2004/IC,intensive_care_unit room 2004/intensive_care,Room and Board,ONLINE,24/08/2016,2004/icar,intensive_care_unit,room,
5725,OMEPRAZOLE 2 MG/ML SUSP 5 ML SYRINGE,omeprazole 2_mg/ml suspension 5_ml syringe,Pharmacy,ONLINE,16/09/2016,syringe,susp,5_ml,
2387,BILIRUBIN DIRECT,bilirubin direct,Laboratory,RETROSPECTIVE,13/07/2016,bilirubin,direct,,
3033,IV INFUSION  ADDL SEQ UP TO 1 HR,intravenous_infusion additional sequential up to 1 hour,Nursing Services,RETROSPECTIVE,13/07/2016,additional,intravenous,hour,infusion
2797,70046002 - 046 GCMS QUALITATIVE CF,gas_chromatography_mass_Spectrometry qualitative cystic_fibrosis,Laboratory,RETROSPECTIVE,13/07/2016,gcms,qualitative,calf,
